id,F09_NFruitIt_noedge_lsm,F09_NFruitSw_noedge_lsm,F10_NFruitIt_noedge_lsm,F10_NFruitSw_noedge_lsm,F11_NFruitIt_noedge_lsm,F11_NFruitSw_noedge_lsm
317,8.571708842,9.685538148,3.447284,24.33949476,4.382297746,13.89410777
323,17.51870267,10.69677569,12.689931,25.17789955,11.04250625,11.19945677
324,12.06647963,10.09161506,5.791831,25.57257752,7.50267048,15.85864302
326,12.72879643,12.97311607,4.874767,24.33209532,8.779627981,14.30964562
328,10.87233597,11.68435504,7.261754,24.22718905,8.787961268,17.68323713
330,13.86260128,9.200042895,15.200878,23.6074226,13.74294085,9.180083036
331,16.30778114,10.96635784,6.641995,23.32068124,8.152839512,10.75599706
332,13.89872211,13.67145484,8.842976,22.28581734,10.39919456,24.91285991
333,12.05383452,11.36759357,6.834955,27.98008885,11.27637311,15.88654511
334,9.527954558,9.468965399,5.600007,22.02983238,9.982902823,11.83505018
335,10.04051509,11.85001914,7.426395,25.46925368,7.131026426,12.16237745
336,10.22865242,10.16957983,5.196707,22.30098288,8.229575139,15.25115555
337,14.17898292,12.00061024,8.210839,23.36576955,11.0933949,12.12852702
338,10.32928366,9.420981785,4.454727,20.73074652,5.258805257,14.57610075
341,9.470783278,12.19867055,6.254266,21.73287686,8.245553463,12.12364438
342,7.702408483,10.56574086,3.857897,24.42279584,4.063432925,12.66036312
344,8.329122489,10.95965054,3.884788,25.278614,6.354864254,15.42411234
345,9.660920957,11.73480114,6.850662,21.11736833,10.82814199,18.79107911
348,10.34994151,11.58371178,4.381976,25.60921177,6.689485169,26.52216149
349,10.68744737,14.85033836,8.124449,22.4453975,9.212772275,17.96702629
351,13.81712443,10.76455944,6.807777,19.97839132,8.32943009,14.44729977
352,13.64226865,9.508988045,6.58949,21.55971459,11.7552634,20.19519806
353,8.718733392,9.54428563,5.474559,21.87829662,6.579882151,13.75212997
356,10.86095092,11.43875903,6.157179,22.78544503,7.47752409,12.33997923
357,9.213995985,10.63897732,7.585451,22.37502341,6.653390271,15.0508996
358,12.05676754,11.60200685,6.004405,21.80274241,9.232024112,21.53877667
360,12.45701298,11.4146996,7.757542,22.82966612,9.028739361,19.25496808
361,7.212474597,9.600288824,4.834707,23.30377047,6.812997562,19.79626454
362,14.29225782,12.32026042,10.320974,22.33798487,6.052235943,10.04720486
364,12.0340284,8.762383664,6.131603,22.57177273,7.993885908,18.09233894
366,11.53921295,11.76185052,8.870838,23.82733978,10.96674398,14.61378546
369,10.90600281,10.25732423,6.218028,22.96240656,9.058416757,9.518461762
371,8.075585829,10.869152,6.019097,22.26335862,5.984767048,21.48937191
379,9.54077053,9.699738318,4.812215,24.44870219,6.928700671,22.86534955
380,11.94996948,10.10772719,4.74627,21.81404686,7.912095142,12.94559411
383,9.021058821,12.15339143,4.318516,21.63109136,8.78807252,17.42036381
384,10.4170008,9.635028329,7.897112,22.3506316,8.703469729,20.10224639
385,15.17851237,10.87888999,9.108622,22.62533024,10.44147109,9.395632735
386,10.91709149,12.75686592,5.212887,24.51397847,7.585593315,24.33699631
388,10.77022014,10.57428754,6.915318,21.83782691,7.137689678,10.30588892
390,10.04273956,12.39030693,5.976688,24.649371,9.833270946,13.33848685
391,12.34432249,11.1458355,10.844783,23.48997529,10.36073291,15.85057349
393,13.81186107,11.3477629,9.048155,22.31320916,7.326894303,10.05445112
394,12.18498698,10.75086675,7.780203,23.17131396,8.581799256,12.22434359
395,14.75244171,10.1811894,12.045312,24.39927922,9.53470942,10.33607797
396,10.19314994,9.761552198,7.643695,21.98295132,10.51102378,11.19552676
397,11.6239348,12.02562403,8.115543,23.04640001,9.763771687,8.843284019
399,9.15299977,8.553117573,2.937453,20.55505049,4.789467282,11.13190738
403,11.67742775,10.4000426,5.22058,22.85973642,6.77411368,12.39610992
409,12.91011231,9.826292596,7.816458,23.35207363,6.81305393,15.73388045
411,9.85773341,8.503109958,4.968499,21.89230638,8.285773993,18.70914803
414,10.86814774,9.265883552,9.112928,20.76310592,7.974507614,9.708502359
415,8.990223184,10.54339183,4.282405,24.90360938,5.711103311,13.24596923
416,13.52838236,14.27072568,10.200316,23.26437645,8.913344793,17.22011402
417,15.21190289,11.42147165,20.325328,25.19781636,13.35790574,13.50623929
418,9.876203734,11.77664649,9.248509,25.49046673,9.983251877,20.50898532
420,14.16892041,11.00042634,9.768559,20.52737698,9.144193181,15.01414209
423,12.29815436,10.3357563,8.718198,20.65354864,6.660931336,12.77472027
426,13.20507282,8.392879482,7.993617,24.3011824,19.31074766,8.952458722
427,16.50995648,11.67226752,7.690398,23.37992979,8.361455177,11.55148216
428,9.555036131,10.35338543,7.1714,23.93303188,8.606124379,15.29772292
429,18.10806388,8.669431918,9.976282,25.8346036,14.92149775,11.78541711
431,13.20831021,11.18433769,13.840219,24.23426471,9.500137501,15.49233405
432,11.96935901,8.751967167,8.995573,21.93911612,10.12530627,24.35066463
434,14.11429879,10.83230159,14.128226,23.11082765,13.56140309,9.017326138
435,,,11.345668,23.64759488,11.25636853,13.86352832
436,15.31403223,7.469110617,12.523752,21.08052174,11.70293838,7.680441531
438,12.53866188,10.42950352,8.07191,21.25780839,7.207908464,11.44154485
439,11.01121753,13.10845479,6.505311,24.17806248,10.12268286,18.88553467
440,10.03604296,11.65325147,5.596945,24.17993553,7.011731144,11.19795815
442,12.96719744,11.22080313,8.357443,21.56016303,5.920553192,15.2570328
444,10.02046745,11.62225094,4.568301,22.74420389,8.012540104,13.5934323
445,13.80465814,10.97214057,9.361603,22.7449869,12.66156468,17.95070873
447,10.1962082,13.06987382,11.136016,25.49100858,7.837734742,15.92089743
448,18.67045799,10.46179803,14.566687,23.69801122,,
449,9.736452241,8.746560577,5.134106,22.09200265,7.603759921,7.135333317
450,10.32413711,11.09513745,7.672087,22.73298988,8.319632672,11.29065818
452,13.11279173,10.29404375,7.100092,24.2044994,10.5173384,17.7535059
454,13.19290409,10.58606087,10.562054,23.69533899,7.669567806,12.34379435
455,12.42023479,12.35924947,6.822027,23.59485237,9.33761599,9.716325342
456,12.38007537,13.60235985,9.266466,23.20259558,8.187938921,14.45002142
457,10.4337384,10.44543822,8.483177,27.99324156,8.81208378,11.65460138
458,15.48301664,10.83897133,6.456168,22.45879189,11.65965455,8.421361036
459,10.36542135,10.296695,5.84793,27.12714209,10.6621667,19.68074665
460,10.98649534,11.69066317,10.132166,21.81010432,9.011549491,9.408150954
461,14.65959908,11.05680813,24.17355,22.93907923,13.09570164,8.85329175
462,15.00043236,10.96647853,9.371716,21.8837073,8.488985627,9.043507491
463,10.78188991,10.10750966,6.425425,21.91482538,10.55177626,13.99139856
466,9.269077707,11.11875908,4.400351,23.48774157,5.215202521,9.284097807
469,10.59747231,10.24031149,5.592268,25.63130145,8.52197967,9.573660488
470,,,20.551915,24.05147993,15.36009404,16.2521846
472,17.37657928,10.88697949,8.902397,20.62510327,12.87092797,9.532092745
473,11.18354333,9.977716506,5.237884,24.06079509,7.60201283,18.21836418
475,12.36035828,9.550954927,9.684478,22.27808516,7.947421284,13.81567743
476,13.84215808,10.94613686,10.254804,24.41987891,10.47974734,13.17786419
481,14.8829876,15.00115753,5.661486,22.12244123,9.90952785,15.25533119
484,11.69892332,10.35055473,5.327684,21.70574496,6.930800574,11.97788431
485,10.90624729,10.38472697,5.013852,22.0293285,7.977772283,6.88184696
486,9.945829009,10.82088329,5.073248,21.84973264,6.577190851,14.49645823
488,8.669768472,10.96221591,4.277483,22.6621949,,
489,18.35355043,10.50333636,12.744563,23.30333784,12.05190903,12.00728411
490,14.1997093,9.96754138,11.173824,24.95243139,10.19236909,9.007127357
495,15.06252246,12.04679129,7.503616,24.28997889,10.07545577,13.70332329
496,12.30505924,10.07978966,4.886679,22.9852611,6.759649026,9.411717648
499,17.31883257,10.74454425,11.843543,21.52062547,11.65223132,8.357118797
503,14.08807391,10.82628068,10.173225,23.43514164,10.6506134,19.96217677
504,14.04485018,9.910820419,6.338047,21.01658185,8.919780531,8.662120012
506,13.50011448,9.428715412,9.210806,23.79703101,11.86141764,16.14589267
507,12.93275514,10.19360895,16.979804,21.47116014,13.00541054,11.17598845
508,10.3657047,10.77495157,12.018775,22.84433189,10.1787324,12.49623049
509,9.904615176,10.00197363,8.541362,22.45299132,11.54460981,10.14775089
510,12.57828804,7.888629266,6.912089,21.55244025,10.02856649,10.86367093
513,10.34380547,11.5813859,6.401827,23.09225928,7.419941217,11.38926808
515,12.97353363,10.02674567,7.540076,26.34484224,11.60511592,13.80651294
516,12.61676811,11.78988161,6.720036,33.94593902,10.63014271,10.54106509
519,11.70559311,9.481359442,8.679951,23.1866291,6.343166986,18.68935704
520,10.71335993,11.83737455,5.932566,24.28890225,4.124488535,10.80200105
521,12.90243016,10.05035931,10.927139,25.0664491,11.1781151,8.621761194
522,9.152367729,11.26634804,5.156886,24.35778025,7.310458253,11.65058149
524,11.99847212,12.47900478,15.949769,24.63513248,9.363210496,11.4819893
527,11.88338753,9.989441594,12.054675,21.0965854,10.9096366,11.02070337
528,12.8727166,12.80985186,9.11904,23.55350957,8.522404725,28.45572939
530,11.37923146,10.50236372,9.455031,20.78702665,8.512893599,18.07551264
535,16.35649224,9.344983461,6.684767,23.28544228,7.51951088,11.33329885
536,16.94259192,9.152878526,8.66646,25.47181548,8.602120154,13.91468474
540,9.890056815,11.73764057,16.3775,23.1362023,14.18093131,9.539717249
541,13.47780052,10.83517151,6.849562,23.72836502,9.701253078,8.859508414
545,14.17696145,12.30565464,8.108133,24.32352579,8.498381576,11.55924947
547,11.49366306,10.38480504,6.194739,22.10660012,9.896522042,13.50820323
548,9.665647371,11.5953982,7.29917,23.61653435,7.727155553,9.255094817
549,14.83300637,10.2430853,5.959821,21.27244374,9.152828514,11.73948236
550,10.66739377,10.42768059,8.371688,21.03966585,7.347016243,14.94014436
552,10.6818582,10.59744161,5.856917,23.01003508,9.056191208,23.11648893
553,11.46371693,10.03973051,6.084166,22.3672476,8.075435996,11.49789589
558,9.506216708,12.63821297,3.67392,24.93952961,7.030096202,15.28732159
559,12.56754731,11.58695044,19.899923,23.73788744,8.776354069,9.685941384
560,10.50668012,11.13216422,8.667557,24.79745268,7.44041773,20.01780769
561,10.53195324,11.5659746,5.633564,22.24003691,6.166351243,15.86581332
562,10.08104051,12.9655542,5.712462,23.42053925,7.428995836,14.27293536
563,15.64969598,10.29131019,9.639563,23.41905088,11.12946626,11.21026068
564,11.81898647,11.13160863,10.979334,24.38540402,9.905253274,9.731081333
565,11.79211307,9.127552728,6.102917,22.95756964,9.729116531,13.2513977
567,10.13146329,10.18672559,6.117885,23.49015311,7.500736373,15.87649092
571,12.68147135,10.69306726,7.224259,22.41109473,10.03888761,15.68546651
572,15.89805392,13.37526682,9.619896,25.68374512,13.54501206,12.66116623
574,10.42944657,10.09552443,4.957676,24.28102261,9.114501887,12.47724462
575,11.84063638,11.50710142,6.916575,22.24399785,8.16560243,11.83181733
576,15.09684018,9.670069181,11.145339,21.75479312,11.67654743,11.49103235
578,8.9188574,10.11020147,5.479282,22.02080913,5.507901701,13.63697278
579,10.79369978,9.786666382,6.795361,20.31323662,7.014338453,18.26167698
581,13.80763769,12.14784801,6.573083,24.55923107,9.489825819,12.31340202
582,15.25892969,10.25882486,7.162015,21.49564553,8.485655292,9.506064736
583,8.771741814,11.49448338,6.256529,22.75509238,5.069200756,12.36673886
586,9.83135309,9.610012885,7.448914,22.70124834,8.303568219,23.74308433
587,15.61119301,11.51889352,7.545762,23.88940411,8.03480656,10.27934074
590,14.91489102,11.64489003,8.709398,23.52746044,11.50355723,10.31135828
593,10.66085524,9.754717443,5.291696,21.4372367,8.331149852,13.00864821
594,12.28839497,10.93705487,7.892862,24.81252605,10.63912633,18.28021052
595,10.89488788,9.992649713,6.362615,25.47449464,5.926026795,11.14440236
596,12.66840443,10.42280034,5.596433,22.08308798,7.8477026,15.93676688
601,11.08528437,10.48490677,6.500143,21.06075457,5.763403659,9.02471722
602,8.536941797,11.26330158,6.360258,22.10868879,6.18049075,13.51208071
605,7.848328296,10.1594342,4.612627,22.47504241,6.284958479,18.89598422
606,11.29715101,9.496737569,6.422218,24.65399169,7.020173536,13.53534812
607,14.69166494,10.82984968,5.638006,23.23861261,9.118674628,8.917852524
609,14.1543093,9.803544604,9.901264,21.6307298,10.17464226,10.05046105
610,12.31206218,10.52070578,5.589958,22.75301332,9.090276292,19.02858061
612,10.88753064,9.800622116,7.310296,23.27584805,8.097111187,7.684908055
614,8.195909374,10.02541358,4.420852,23.55563749,5.549877415,11.18845185
619,15.89171244,11.84161961,7.666229,24.96783162,16.6004867,9.562879443
620,12.36976193,12.4142478,6.549382,21.51570307,8.529846294,14.67034717
623,9.115432246,8.513938816,6.679238,21.49074444,9.929798536,12.78670101
625,15.74000809,10.30483949,8.707756,23.81710918,14.54415718,8.365084304
629,11.87778796,9.98842229,7.131036,22.94952722,10.28673977,13.12856311
631,13.63707395,10.72930171,10.062988,22.01685508,15.29508494,14.93532925
633,7.637933101,10.41231827,4.626255,23.04711107,4.99881574,11.61430566
635,10.61797461,10.35249097,8.385224,22.1482864,9.983258952,15.52965254
640,9.021124115,9.749366318,4.937272,21.09946429,5.290922823,19.70299812
642,13.01231748,13.48380813,9.089602,24.93797833,7.675491787,10.5935816
644,13.50189131,10.41297325,9.177361,23.97360194,10.99249033,9.00160777
647,13.30389564,13.09949554,12.2426,26.24831285,8.012890053,23.73457151
649,13.38394952,13.33381504,8.999042,24.27871631,9.103344982,12.72998361
651,12.74259111,12.81306135,9.843054,21.75795422,14.03154665,11.80919049
656,14.20043888,10.61564284,5.06113,22.13636355,8.358298558,15.1457301
657,14.28599111,10.50849999,10.458869,23.42556777,9.32172775,16.04231398
658,12.54310681,10.00329231,6.261779,23.89115318,12.59316493,10.58399601
659,12.83427107,12.73361012,6.288769,20.96513236,13.44928564,12.20329527
660,12.88387153,9.869613101,4.793286,22.41538007,9.528000659,8.126796923
663,10.45141073,10.46386583,7.991025,22.03486612,8.008155594,16.09092605
666,12.64826801,9.593479517,8.938567,25.12022288,8.307937602,8.076532498
672,9.60309616,10.4066095,5.892396,23.70211606,6.17340205,20.21974377
676,9.407200466,9.293355726,6.831216,21.96697211,9.272241529,22.46794391
680,15.65642995,9.723332447,11.391503,23.53873721,11.9578486,9.068634588
681,8.983072494,13.91446117,4.882472,22.34514517,5.578897527,19.71066675
683,12.15687584,10.99338728,6.112382,22.64640418,6.663201126,15.40720184
687,9.392660194,9.782584887,5.337193,21.48103911,4.744417842,20.77516317
691,11.96495232,10.75646558,6.119222,22.97343946,7.50175737,27.14417337
697,11.59301033,10.06127714,6.501356,20.4923642,10.31312067,15.40842582
700,14.26495613,10.34853246,14.316651,24.71836085,13.72957782,10.21932652
30,12.15235127,11.74143151,9.464825,23.77360902,10.80918354,10.03588687
231,12.65694304,9.672041239,,,,
477,12.87636321,12.58343024,,,,
494,9.77166768,9.752052963,5.907195,23.42908092,6.813379601,11.08128538
