"id","it2010","it2011","sw2010","sw2011"
3,12.460451,10.60096187,23.04867303,14.87115741
6,14.116901,12.9035035,22.58344144,8.193702601
7,13.292528,15.06459166,22.14040985,8.489101658
8,13.954902,12.98684874,25.56119408,8.080183623
11,11.967208,11.48311441,24.297996,18.15869374
13,5.453258,5.123998646,22.87385582,19.50998347
14,14.86913,11.17966013,21.51158383,8.037535999
16,12.088941,10.29230658,22.87903021,10.99943281
18,5.679461,6.619251276,24.0214852,14.16287016
23,8.590272,8.35105727,24.11922161,8.400342089
24,7.629986,10.05502704,22.76795251,11.87470917
25,9.36124,7.458632715,22.74543909,15.49178533
26,17.326784,13.28940973,22.83637764,7.658847042
28,10.772038,10.49768592,25.07870401,12.23504074
29,3.879339,7.89231467,24.72060808,12.74612837
30,9.464825,10.80918354,23.77360902,10.03588687
31,8.802213,8.119916429,26.10462994,9.297817684
32,6.475411,15.52499801,21.13176122,8.805589423
34,11.756988,7.889086711,24.97463443,10.46526454
35,8.986832,8.687648138,24.27830942,17.95396397
36,9.868146,12.21602676,24.84487382,18.41695035
39,6.199949,7.844019035,22.93508654,18.97735014
40,9.253674,6.777715074,25.05047719,13.57689534
41,7.294241,7.550114105,24.07331821,17.20198053
42,10.53199,8.459272746,34.1326876,9.19486887
44,6.300938,6.860290159,21.63040118,9.121425146
46,7.842069,8.526533967,21.22103436,12.95988006
47,14.562521,8.278606624,24.91617903,8.085536292
48,12.605942,9.9530817,24.14154082,9.976795667
50,13.93037,14.67281791,21.28637354,8.379907059
51,5.008279,8.984446093,30.23338703,10.08913138
52,7.901812,9.960559651,24.41077115,9.058499325
53,8.080532,10.86324448,24.99935959,13.95542907
58,6.19375,8.527581436,21.09741406,13.04406659
59,3.93144,5.36773187,21.43825849,12.5009529
60,12.629988,8.434233105,25.85122355,18.00577702
61,7.823036,11.60699169,28.69669772,13.2809201
64,4.98216,6.139391616,24.04364708,8.484426751
65,7.863463,10.74023628,27.75261726,7.225535127
67,8.010715,10.02542604,25.41837132,9.906419548
68,9.082887,9.822896722,22.62070857,23.70559304
69,8.148435,8.747168195,22.28625974,12.51659294
70,6.833094,9.552838598,23.07281237,9.375731892
72,11.234975,10.74109486,22.74087021,14.15550326
74,8.130313,6.943841039,25.66740999,8.368468191
75,10.216839,11.85229405,22.3848433,13.2294258
78,11.903721,10.27863158,27.65556181,9.153586421
84,5.573177,7.299636049,24.7312263,14.24825817
85,8.847807,8.901122399,22.62012183,13.7940767
87,8.800382,13.38580264,22.41192897,13.04568702
88,14.910824,14.97762181,29.2162193,9.194936122
89,10.741498,8.802351861,23.89782916,12.41590084
90,8.951448,7.687356931,23.43153462,9.867838947
91,6.173936,7.897629061,24.57874021,8.052331189
92,7.997105,8.700864632,26.48445983,16.23659814
99,6.555951,9.60199111,21.03521001,7.91280152
100,9.37529,8.773476986,22.6850194,9.914423594
103,5.26256,6.474639708,22.84554756,11.25187309
104,4.974967,6.569679025,22.51336604,11.61913589
105,10.230541,6.568792616,24.27701023,16.87813293
106,8.074623,6.400401297,23.47759748,12.64026413
108,10.372577,9.319041199,20.98565011,12.26534549
109,9.187531,12.51009424,24.36722302,12.44676033
110,11.239281,12.37254441,22.78491771,17.29599182
111,8.189661,11.60149459,21.70611032,9.668328181
114,12.246038,8.542794853,24.41759569,15.49432093
115,7.266531,9.287555779,22.8033726,12.93750909
116,8.442302,11.34311672,22.70575721,11.18067823
120,11.519265,10.66226733,23.39103704,13.04525609
123,3.860068,7.909658757,24.98873556,15.41698173
124,4.483208,7.595638871,22.81121359,7.552739241
126,7.767634,12.23194741,22.18939977,15.28575031
127,7.302597,5.724964395,21.76358975,13.31492578
128,5.110632,8.964046534,23.01504011,9.439604094
129,5.416126,8.396903631,22.14697059,7.999998759
130,6.209069,8.713947547,22.32429574,10.06477549
132,6.371401,8.388952315,26.51935376,12.58378025
134,7.58389,8.003077315,21.29705111,10.48613975
136,6.883139,6.295229907,24.64830544,14.79722814
137,7.304524,7.268877938,22.47554223,15.46230264
138,11.645381,13.92080661,24.84183067,10.62244034
139,10.542808,6.712868461,22.32735224,11.37963259
140,12.590908,10.52716916,23.28511208,11.92543947
141,5.078055,7.651197752,22.72973256,10.20813095
143,9.631995,10.20303433,23.11225068,10.9700668
144,5.762031,6.899499468,22.76858783,18.6466441
145,4.439017,5.23661948,23.58352935,14.24088811
146,10.146369,15.17926613,27.30225207,11.91528331
147,NA,NA,NA,NA
148,5.127023,5.799553665,23.67648514,18.76227362
149,10.820054,14.42237399,24.05307229,10.38678664
150,8.47753,10.58364848,23.6310804,14.02914606
152,12.011412,12.03904957,22.8464933,11.09227105
154,5.257716,7.999979312,25.09599326,16.45870287
155,12.050806,8.837565911,25.21382609,15.76711172
157,10.386216,11.37013945,24.35179466,14.21574813
158,8.572526,5.36954493,22.93271727,14.44590617
159,10.716915,8.885749302,23.27621815,11.92544219
160,7.39077,9.523493983,24.91422047,12.70576552
163,13.68827,9.318785595,25.94430028,11.08887386
165,5.886717,9.820690112,20.93678867,25.19008983
167,4.062622,7.18996272,23.3144248,9.140118312
169,7.199217,6.094079992,22.96160457,12.90019626
170,11.50657,7.970564812,22.57084757,21.54074338
171,10.795667,9.218793213,23.88647608,13.7632244
173,6.364587,7.731218563,22.27625014,16.46455628
174,6.84666,11.72116705,22.57169677,13.07465478
175,6.644638,11.00814168,21.94689224,7.540862036
176,4.660509,6.053516076,23.06861986,13.25315325
179,7.33298,9.283495171,23.21641108,8.25452889
181,5.743732,6.409384732,22.37710366,7.857857848
182,11.072173,13.61389816,25.35114049,18.0949282
184,NA,7.105099546,NA,14.54861844
186,NA,7.345882179,NA,16.57101944
187,5.516419,6.262252691,23.23154301,9.59651779
188,4.01952,5.406206852,23.45288816,15.64903703
189,11.983166,10.12619183,23.8281715,16.22196383
190,10.667301,8.284426049,24.18959513,16.63970646
191,11.429964,8.082294602,23.88293572,10.002585
192,10.544115,9.694513273,23.51649743,14.08739666
194,9.474937,6.067365675,24.28894018,16.32926125
195,12.299195,13.5048707,25.89507018,19.24640096
196,15.991354,13.4409819,24.20667896,18.49793437
197,8.907476,11.54491778,24.1248466,8.575049785
198,6.375014,5.669730746,23.71017205,11.34067797
199,11.045021,8.318196378,27.1628298,17.74608351
200,5.831901,6.452992191,22.36714124,11.00044482
202,5.879648,7.518770327,24.3758678,12.35890846
203,8.33682,10.62017842,21.54377021,10.5754131
205,5.88347,6.922043177,25.66508897,17.76728415
206,4.850626,7.759924253,22.75453767,14.38026752
207,6.810768,5.969786921,27.85091654,7.462982289
208,8.794386,6.852493114,27.69666547,19.05648056
209,13.886582,7.610633758,22.9826581,14.70180016
210,7.896038,8.106348539,26.36592038,16.91939433
212,8.960461,6.552183441,24.53637781,9.124066565
213,NA,NA,NA,NA
214,7.363272,8.25993991,24.11746946,8.388752341
216,7.120534,9.903360555,25.36518527,8.729690772
218,7.767229,5.894249455,21.85056916,12.35590881
219,3.276025,4.628643383,22.54997141,9.270332598
220,9.08061,9.425293092,22.19528031,9.299987324
222,8.024659,9.151863029,21.05518625,13.54397445
223,4.119042,7.73155674,23.10558393,11.46304089
224,8.739617,6.424054309,23.08643612,13.64008139
225,6.91818,6.777177853,23.62965178,12.17832233
226,8.673127,8.155319059,25.56268271,25.69578471
227,6.139381,7.242513617,22.14799424,14.04315279
228,6.109505,8.701584258,23.72981821,18.76162697
230,4.855294,7.351558931,22.37789799,11.22479324
231,NA,NA,NA,NA
232,7.740812,8.321260381,24.60706319,10.29431536
234,6.230204,11.51505708,23.80503982,12.54485571
236,11.463566,8.472440864,22.33726126,7.579039978
237,10.080434,8.047256848,22.04385987,12.42390888
239,9.843292,9.455000415,23.01976422,14.02572151
240,5.913882,8.377171327,22.89526288,10.81375617
241,8.134911,10.85084558,23.30865253,14.28881459
242,3.822402,5.270638068,22.39313966,15.69332311
243,4.53694,5.690526384,21.10678028,18.32583532
245,4.395364,5.129047652,22.55141009,14.77286556
246,8.437446,9.869198553,23.82803652,18.3897118
247,6.147671,5.253962066,26.36571627,32.18894629
249,5.423283,5.259603152,23.29734895,17.31825238
251,6.780563,6.901803924,22.14704614,10.24514387
253,8.959423,10.84953499,24.26913829,17.52453267
254,8.417718,7.800564156,21.59395598,15.20129707
256,12.028134,7.719025146,22.14471857,14.51122418
259,5.624848,10.58432064,24.05603796,6.579401086
260,4.556574,5.231433796,22.15135208,15.00413837
262,5.633561,6.367413413,22.77278755,11.08872707
263,5.32878,6.737110168,22.06956524,18.5208564
264,5.732668,8.294098732,23.73282855,11.89995015
266,6.785471,7.084149745,22.76809033,11.53176959
267,4.521226,4.758398506,22.28406625,12.58803912
268,11.828994,15.61317673,23.3763537,9.071382007
270,7.758038,6.9347492,23.12651796,11.8622161
272,12.18247,12.51365546,22.47223806,8.690390774
273,4.386166,7.297220065,21.75678818,11.76272253
275,7.476383,8.959367063,23.83278075,11.82415541
279,8.137257,11.42269731,24.556053,16.72666168
281,7.27329,4.318848581,22.75637289,12.8730033
282,5.156651,5.230308544,24.61139152,15.48498065
284,7.397363,7.923618615,23.8887039,19.88578733
285,8.068397,8.26327861,22.33398041,17.43457385
289,6.212124,8.552704483,22.84227127,19.92719183
291,7.539786,14.22086027,22.99433868,16.58577759
295,8.092084,10.6946787,26.43152159,14.09794899
297,4.628853,6.475931119,22.44957366,16.50725336
299,5.5154,4.780717425,22.97182161,18.82187474
301,7.609094,8.85909314,23.97847948,12.833741
NA,NA,NA,NA,NA
303,4.281412,5.194669709,22.99858758,22.55616307
304,8.672978,9.697103621,23.6874351,14.25358851
305,5.408873,7.292632724,22.49731488,14.20056699
306,13.522133,16.88690473,23.56304019,14.38568443
308,6.908488,9.0431104,19.23183441,12.85545367
309,8.547889,8.156189596,22.05789313,10.66397514
310,6.667549,6.822354856,21.96768244,19.32256264
311,5.010669,8.956580532,22.56891874,8.330397784
312,8.825957,7.077509145,22.3134683,18.41703943
313,6.745612,8.754679545,22.85144141,9.536975222
314,6.17525,7.265259898,21.30304107,14.80975421
316,5.665808,5.541779227,21.13556508,13.44258037
317,3.447284,4.382297746,24.33949476,13.89410777
323,12.689931,11.04250625,25.17789955,11.19945677
324,5.791831,7.50267048,25.57257752,15.85864302
326,4.874767,8.779627981,24.33209532,14.30964562
328,7.261754,8.787961268,24.22718905,17.68323713
330,15.200878,13.74294085,23.6074226,9.180083036
331,6.641995,8.152839512,23.32068124,10.75599706
332,8.842976,10.39919456,22.28581734,24.91285991
333,6.834955,11.27637311,27.98008885,15.88654511
334,5.600007,9.982902823,22.02983238,11.83505018
335,7.426395,7.131026426,25.46925368,12.16237745
336,5.196707,8.229575139,22.30098288,15.25115555
337,8.210839,11.0933949,23.36576955,12.12852702
338,4.454727,5.258805257,20.73074652,14.57610075
341,6.254266,8.245553463,21.73287686,12.12364438
342,3.857897,4.063432925,24.42279584,12.66036312
344,3.884788,6.354864254,25.278614,15.42411234
345,6.850662,10.82814199,21.11736833,18.79107911
348,4.381976,6.689485169,25.60921177,26.52216149
349,8.124449,9.212772275,22.4453975,17.96702629
351,6.807777,8.32943009,19.97839132,14.44729977
352,6.58949,11.7552634,21.55971459,20.19519806
353,5.474559,6.579882151,21.87829662,13.75212997
356,6.157179,7.47752409,22.78544503,12.33997923
357,7.585451,6.653390271,22.37502341,15.0508996
358,6.004405,9.232024112,21.80274241,21.53877667
360,7.757542,9.028739361,22.82966612,19.25496808
361,4.834707,6.812997562,23.30377047,19.79626454
362,10.320974,6.052235943,22.33798487,10.04720486
364,6.131603,7.993885908,22.57177273,18.09233894
366,8.870838,10.96674398,23.82733978,14.61378546
369,6.218028,9.058416757,22.96240656,9.518461762
371,6.019097,5.984767048,22.26335862,21.48937191
379,4.812215,6.928700671,24.44870219,22.86534955
380,4.74627,7.912095142,21.81404686,12.94559411
383,4.318516,8.78807252,21.63109136,17.42036381
384,7.897112,8.703469729,22.3506316,20.10224639
385,9.108622,10.44147109,22.62533024,9.395632735
386,5.212887,7.585593315,24.51397847,24.33699631
388,6.915318,7.137689678,21.83782691,10.30588892
390,5.976688,9.833270946,24.649371,13.33848685
391,10.844783,10.36073291,23.48997529,15.85057349
393,9.048155,7.326894303,22.31320916,10.05445112
394,7.780203,8.581799256,23.17131396,12.22434359
395,12.045312,9.53470942,24.39927922,10.33607797
396,7.643695,10.51102378,21.98295132,11.19552676
397,8.115543,9.763771687,23.04640001,8.843284019
399,2.937453,4.789467282,20.55505049,11.13190738
403,5.22058,6.77411368,22.85973642,12.39610992
409,7.816458,6.81305393,23.35207363,15.73388045
411,4.968499,8.285773993,21.89230638,18.70914803
414,9.112928,7.974507614,20.76310592,9.708502359
415,4.282405,5.711103311,24.90360938,13.24596923
416,10.200316,8.913344793,23.26437645,17.22011402
417,20.325328,13.35790574,25.19781636,13.50623929
418,9.248509,9.983251877,25.49046673,20.50898532
420,9.768559,9.144193181,20.52737698,15.01414209
423,8.718198,6.660931336,20.65354864,12.77472027
426,7.993617,19.31074766,24.3011824,8.952458722
427,7.690398,8.361455177,23.37992979,11.55148216
428,7.1714,8.606124379,23.93303188,15.29772292
429,9.976282,14.92149775,25.8346036,11.78541711
431,13.840219,9.500137501,24.23426471,15.49233405
432,8.995573,10.12530627,21.93911612,24.35066463
434,14.128226,13.56140309,23.11082765,9.017326138
435,11.345668,11.25636853,23.64759488,13.86352832
436,12.523752,11.70293838,21.08052174,7.680441531
438,8.07191,7.207908464,21.25780839,11.44154485
439,6.505311,10.12268286,24.17806248,18.88553467
440,5.596945,7.011731144,24.17993553,11.19795815
442,8.357443,5.920553192,21.56016303,15.2570328
444,4.568301,8.012540104,22.74420389,13.5934323
445,9.361603,12.66156468,22.7449869,17.95070873
447,11.136016,7.837734742,25.49100858,15.92089743
448,14.566687,NA,23.69801122,NA
449,5.134106,7.603759921,22.09200265,7.135333317
450,7.672087,8.319632672,22.73298988,11.29065818
452,7.100092,10.5173384,24.2044994,17.7535059
454,10.562054,7.669567806,23.69533899,12.34379435
455,6.822027,9.33761599,23.59485237,9.716325342
456,9.266466,8.187938921,23.20259558,14.45002142
457,8.483177,8.81208378,27.99324156,11.65460138
458,6.456168,11.65965455,22.45879189,8.421361036
459,5.84793,10.6621667,27.12714209,19.68074665
460,10.132166,9.011549491,21.81010432,9.408150954
461,24.17355,13.09570164,22.93907923,8.85329175
462,9.371716,8.488985627,21.8837073,9.043507491
463,6.425425,10.55177626,21.91482538,13.99139856
466,4.400351,5.215202521,23.48774157,9.284097807
469,5.592268,8.52197967,25.63130145,9.573660488
470,20.551915,15.36009404,24.05147993,16.2521846
472,8.902397,12.87092797,20.62510327,9.532092745
473,5.237884,7.60201283,24.06079509,18.21836418
475,9.684478,7.947421284,22.27808516,13.81567743
476,10.254804,10.47974734,24.41987891,13.17786419
477,NA,NA,NA,NA
481,5.661486,9.90952785,22.12244123,15.25533119
484,5.327684,6.930800574,21.70574496,11.97788431
485,5.013852,7.977772283,22.0293285,6.88184696
486,5.073248,6.577190851,21.84973264,14.49645823
488,4.277483,NA,22.6621949,NA
489,12.744563,12.05190903,23.30333784,12.00728411
490,11.173824,10.19236909,24.95243139,9.007127357
494,5.907195,6.813379601,23.42908092,11.08128538
495,7.503616,10.07545577,24.28997889,13.70332329
496,4.886679,6.759649026,22.9852611,9.411717648
499,11.843543,11.65223132,21.52062547,8.357118797
503,10.173225,10.6506134,23.43514164,19.96217677
504,6.338047,8.919780531,21.01658185,8.662120012
506,9.210806,11.86141764,23.79703101,16.14589267
507,16.979804,13.00541054,21.47116014,11.17598845
508,12.018775,10.1787324,22.84433189,12.49623049
509,8.541362,11.54460981,22.45299132,10.14775089
510,6.912089,10.02856649,21.55244025,10.86367093
513,6.401827,7.419941217,23.09225928,11.38926808
515,7.540076,11.60511592,26.34484224,13.80651294
516,6.720036,10.63014271,33.94593902,10.54106509
519,8.679951,6.343166986,23.1866291,18.68935704
520,5.932566,4.124488535,24.28890225,10.80200105
521,10.927139,11.1781151,25.0664491,8.621761194
522,5.156886,7.310458253,24.35778025,11.65058149
524,15.949769,9.363210496,24.63513248,11.4819893
527,12.054675,10.9096366,21.0965854,11.02070337
528,9.11904,8.522404725,23.55350957,28.45572939
530,9.455031,8.512893599,20.78702665,18.07551264
535,6.684767,7.51951088,23.28544228,11.33329885
536,8.66646,8.602120154,25.47181548,13.91468474
540,16.3775,14.18093131,23.1362023,9.539717249
541,6.849562,9.701253078,23.72836502,8.859508414
545,8.108133,8.498381576,24.32352579,11.55924947
547,6.194739,9.896522042,22.10660012,13.50820323
548,7.29917,7.727155553,23.61653435,9.255094817
549,5.959821,9.152828514,21.27244374,11.73948236
550,8.371688,7.347016243,21.03966585,14.94014436
552,5.856917,9.056191208,23.01003508,23.11648893
553,6.084166,8.075435996,22.3672476,11.49789589
558,3.67392,7.030096202,24.93952961,15.28732159
559,19.899923,8.776354069,23.73788744,9.685941384
560,8.667557,7.44041773,24.79745268,20.01780769
561,5.633564,6.166351243,22.24003691,15.86581332
562,5.712462,7.428995836,23.42053925,14.27293536
563,9.639563,11.12946626,23.41905088,11.21026068
564,10.979334,9.905253274,24.38540402,9.731081333
565,6.102917,9.729116531,22.95756964,13.2513977
567,6.117885,7.500736373,23.49015311,15.87649092
571,7.224259,10.03888761,22.41109473,15.68546651
572,9.619896,13.54501206,25.68374512,12.66116623
574,4.957676,9.114501887,24.28102261,12.47724462
575,6.916575,8.16560243,22.24399785,11.83181733
576,11.145339,11.67654743,21.75479312,11.49103235
578,5.479282,5.507901701,22.02080913,13.63697278
579,6.795361,7.014338453,20.31323662,18.26167698
581,6.573083,9.489825819,24.55923107,12.31340202
582,7.162015,8.485655292,21.49564553,9.506064736
583,6.256529,5.069200756,22.75509238,12.36673886
586,7.448914,8.303568219,22.70124834,23.74308433
587,7.545762,8.03480656,23.88940411,10.27934074
590,8.709398,11.50355723,23.52746044,10.31135828
593,5.291696,8.331149852,21.4372367,13.00864821
594,7.892862,10.63912633,24.81252605,18.28021052
595,6.362615,5.926026795,25.47449464,11.14440236
596,5.596433,7.8477026,22.08308798,15.93676688
601,6.500143,5.763403659,21.06075457,9.02471722
602,6.360258,6.18049075,22.10868879,13.51208071
605,4.612627,6.284958479,22.47504241,18.89598422
606,6.422218,7.020173536,24.65399169,13.53534812
607,5.638006,9.118674628,23.23861261,8.917852524
609,9.901264,10.17464226,21.6307298,10.05046105
610,5.589958,9.090276292,22.75301332,19.02858061
612,7.310296,8.097111187,23.27584805,7.684908055
614,4.420852,5.549877415,23.55563749,11.18845185
619,7.666229,16.6004867,24.96783162,9.562879443
620,6.549382,8.529846294,21.51570307,14.67034717
623,6.679238,9.929798536,21.49074444,12.78670101
625,8.707756,14.54415718,23.81710918,8.365084304
629,7.131036,10.28673977,22.94952722,13.12856311
631,10.062988,15.29508494,22.01685508,14.93532925
633,4.626255,4.99881574,23.04711107,11.61430566
635,8.385224,9.983258952,22.1482864,15.52965254
640,4.937272,5.290922823,21.09946429,19.70299812
642,9.089602,7.675491787,24.93797833,10.5935816
644,9.177361,10.99249033,23.97360194,9.00160777
647,12.2426,8.012890053,26.24831285,23.73457151
649,8.999042,9.103344982,24.27871631,12.72998361
651,9.843054,14.03154665,21.75795422,11.80919049
656,5.06113,8.358298558,22.13636355,15.1457301
657,10.458869,9.32172775,23.42556777,16.04231398
658,6.261779,12.59316493,23.89115318,10.58399601
659,6.288769,13.44928564,20.96513236,12.20329527
660,4.793286,9.528000659,22.41538007,8.126796923
663,7.991025,8.008155594,22.03486612,16.09092605
666,8.938567,8.307937602,25.12022288,8.076532498
672,5.892396,6.17340205,23.70211606,20.21974377
676,6.831216,9.272241529,21.96697211,22.46794391
680,11.391503,11.9578486,23.53873721,9.068634588
681,4.882472,5.578897527,22.34514517,19.71066675
683,6.112382,6.663201126,22.64640418,15.40720184
687,5.337193,4.744417842,21.48103911,20.77516317
691,6.119222,7.50175737,22.97343946,27.14417337
697,6.501356,10.31312067,20.4923642,15.40842582
700,14.316651,13.72957782,24.71836085,10.21932652
