year,site,tray,pos,genotype,fruit_per_plant,nseeds,mean_mass_ug,total_mass_mg,Comment
2010,italy,1,5,italy,39,,,,
2010,italy,1,12,sweden,0,,,,
2010,italy,1,114,sweden,8,24,22.0833333333,530,
2010,italy,1,123,italy,19,34,24.1176470588,820,
2010,italy,1,143,italy,8,23,13.4782608696,310,xxx
2010,italy,1,149,italy,6,,,,
2010,italy,1,156,sweden,0,,,,
2010,italy,1,226,italy,0,,,,
2010,italy,1,247,italy,0,,,,
2010,italy,1,252,sweden,5,19,22.6315789474,430,
2010,italy,1,257,sweden,11,30,23,690,
2010,italy,2,61,italy,23,,,,
2010,italy,2,109,sweden,7,,,,
2010,italy,2,157,italy,28,,,,
2010,italy,2,162,italy,10,,,,
2010,italy,2,178,italy,30,,,,
2010,italy,2,181,sweden,5,,,,
2010,italy,2,190,sweden,0,,,,
2010,italy,2,253,italy,9,,,,
2010,italy,3,1,italy,6,,,,
2010,italy,3,12,sweden,0,,,,
2010,italy,3,26,sweden,0,,,,
2010,italy,3,83,italy,10,24,25,600,
2010,italy,3,105,italy,50,51,23.9215686275,1220,
2010,italy,3,147,italy,9,28,23.9285714286,670,
2010,italy,3,164,sweden,0,,,,
2010,italy,3,199,sweden,6,17,21.7647058824,370,
2010,italy,3,209,sweden,6,,,,grön frukt
2010,italy,3,249,sweden,5,,,,
2010,italy,3,256,italy,92,47,24.6808510638,1160,
2010,italy,4,18,italy,8,17,22.9411764706,390,
2010,italy,4,20,sweden,0,,,,
2010,italy,4,23,sweden,2,,,,
2010,italy,4,24,sweden,0,,,,
2010,italy,4,29,sweden,0,,,,
2010,italy,4,36,italy,19,43,22.7906976744,980,
2010,italy,4,61,italy,12,,,,
2010,italy,4,77,italy,6,,,,
2010,italy,4,94,sweden,0,,,,
2010,italy,4,101,sweden,7,20,20.5,410,
2010,italy,4,120,sweden,4,21,10,210,
2010,italy,4,158,italy,0,,,,
2010,italy,4,173,italy,35,41,24.1463414634,990,
2010,italy,4,178,sweden,0,,,,
2010,italy,4,187,sweden,0,,,,
2010,italy,4,210,italy,34,41,24.3902439024,1000,
2010,italy,4,243,sweden,0,,,,
2010,italy,4,246,sweden,0,,,,
2010,italy,5,11,sweden,0,,,,
2010,italy,5,15,sweden,2,,,,
2010,italy,5,36,italy,18,17,23.5294117647,400,
2010,italy,5,57,italy,16,33,23.9393939394,790,
2010,italy,5,68,sweden,0,,,,
2010,italy,5,86,sweden,0,,,,
2010,italy,5,116,italy,14,,,,NSeed = 0
2010,italy,5,128,sweden,0,,,,
2010,italy,5,129,italy,17,40,21.75,870,2 st trasiga frön
2010,italy,5,142,italy,14,36,23.6111111111,850,
2010,italy,5,153,italy,26,42,25,1050,
2010,italy,5,211,sweden,0,,,,
2010,italy,5,230,italy,47,53,26.4150943396,1400,
2010,italy,5,233,italy,7,,,,
2010,italy,5,239,italy,9,26,18.0769230769,470,
2010,italy,5,254,italy,40,44,24.0909090909,1060,
2010,italy,6,25,italy,24,40,9.5,380,
2010,italy,6,101,italy,19,,,,
2010,italy,6,141,italy,20,,,,
2010,italy,6,148,sweden,0,,,,
2010,italy,6,153,italy,25,41,19.756097561,810,
2010,italy,6,220,italy,27,41,18.7804878049,770,
2010,italy,6,238,sweden,3,,,,NSeed = 0
2010,italy,6,244,sweden,0,,,,
2010,italy,7,27,italy,20,27,22.962962963,620,
2010,italy,7,37,italy,57,51,26.4705882353,1350,
2010,italy,7,45,italy,8,,,,
2010,italy,7,109,italy,0,,,,
2010,italy,7,136,sweden,0,,,,
2010,italy,7,207,italy,41,27,27.7777777778,750,
2010,italy,7,231,sweden,0,,,,
2010,italy,7,235,italy,104,58,26.0344827586,1510,
2010,italy,7,260,italy,8,26,15.3846153846,400,
2010,italy,8,41,sweden,0,,,,
2010,italy,8,58,italy,56,40,29.75,1190,"1 frö med ett lager vitt ""ludd"", ev. Från mellanväggen."
2010,italy,8,126,sweden,0,,,,
2010,italy,8,180,sweden,0,,,,
2010,italy,8,184,italy,15,31,22.5806451613,700,
2010,italy,8,210,sweden,0,,,,
2010,italy,8,216,sweden,0,,,,
2010,italy,8,224,sweden,8,23,20.8695652174,480,
2010,italy,8,228,italy,33,35,24,840,
2010,italy,8,252,italy,21,40,26.75,1070,
2010,italy,9,48,sweden,0,,,,
2010,italy,9,58,sweden,3,,,,
2010,italy,9,74,sweden,3,,,,
2010,italy,9,108,sweden,6,,,,
2010,italy,9,122,sweden,0,,,,
2010,italy,9,125,sweden,0,,,,
2010,italy,9,146,sweden,0,,,,
2010,italy,9,147,sweden,0,,,,
2010,italy,9,153,sweden,0,,,,
2010,italy,9,155,sweden,0,,,,
2010,italy,9,156,italy,32,48,22.5,1080,3 skal
2010,italy,9,165,sweden,0,,,,
2010,italy,9,190,italy,8,,,,
2010,italy,9,209,sweden,0,,,,
2010,italy,9,220,sweden,0,,,,
2010,italy,9,260,italy,28,36,27.2222222222,980,
2010,italy,10,15,italy,9,,,,
2010,italy,10,64,sweden,0,,,,
2010,italy,10,66,italy,7,,,,
2010,italy,10,85,sweden,0,,,,
2010,italy,10,111,sweden,0,,,,
2010,italy,10,137,italy,8,,,,
2010,italy,10,155,sweden,0,,,,
2010,italy,10,157,italy,12,,,,
2010,italy,10,198,italy,17,,,,
2010,italy,10,206,sweden,0,,,,
2010,italy,10,207,italy,72,49,18.5714285714,910,
2010,italy,10,232,italy,0,,,,
2010,italy,10,240,sweden,0,,,,
2010,italy,10,242,italy,20,,,,
2010,italy,11,27,italy,16,28,22.8571428571,640,
2010,italy,11,34,italy,7,,,,
2010,italy,11,70,italy,17,30,24,720,
2010,italy,11,73,italy,15,34,28.2352941176,960,
2010,italy,11,106,sweden,0,,,,
2010,italy,11,107,sweden,0,,,,
2010,italy,11,130,sweden,0,,,,
2010,italy,11,209,italy,20,33,25.1515151515,830,
2010,italy,11,234,sweden,0,,,,
2010,italy,11,249,italy,57,49,25.306122449,1240,
2010,italy,12,16,sweden,9,25,25.6,640,
2010,italy,12,25,italy,11,27,25.5555555556,690,
2010,italy,12,40,italy,18,30,30.6666666667,920,
2010,italy,12,78,sweden,0,,,,
2010,italy,12,84,sweden,0,,,,
2010,italy,12,87,sweden,2,,,,Inga fröskal eller mellanvägg i kuvertet.
2010,italy,12,91,italy,15,31,27.0967741935,840,
2010,italy,12,116,italy,36,47,28.5106382979,1340,
2010,italy,12,136,sweden,24,39,23.5897435897,920,
2010,italy,12,140,italy,1,,,,
2010,italy,12,156,italy,14,,,,
2010,italy,12,219,italy,11,29,15.1724137931,440,
2010,italy,12,222,sweden,0,,,,
2010,italy,12,245,italy,29,48,32.0833333333,1540,
2010,italy,12,248,sweden,11,,,,NSeed = 0
2010,italy,13,22,sweden,0,,,,
2010,italy,13,55,italy,12,,,,
2010,italy,13,83,sweden,8,,,,
2010,italy,13,97,italy,11,,,,
2010,italy,13,104,italy,20,31,29.0322580645,900,
2010,italy,13,135,italy,8,,,,
2010,italy,13,159,sweden,0,,,,
2010,italy,13,179,sweden,8,22,24.0909090909,530,
2010,italy,13,181,italy,7,,,,
2010,italy,13,221,sweden,3,,,,
2010,italy,14,26,sweden,0,,,,
2010,italy,14,46,sweden,0,,,,
2010,italy,14,59,italy,226,55,24.7272727273,1360,
2010,italy,14,76,italy,144,59,26.2711864407,1550,
2010,italy,14,86,italy,25,35,27.4285714286,960,
2010,italy,14,91,sweden,0,,,,
2010,italy,14,103,italy,72,52,28.2692307692,1470,
2010,italy,14,119,sweden,0,,,,
2010,italy,14,124,sweden,6,,,,
2010,italy,14,132,sweden,0,,,,
2010,italy,14,196,italy,110,49,24.693877551,1210,
2010,italy,14,218,italy,133,34,28.5294117647,970,
2010,italy,15,73,sweden,0,,,,
2010,italy,15,97,sweden,0,,,,
2010,italy,15,127,italy,0,,,,
2010,italy,15,158,italy,108,37,18.3783783784,680,
2010,italy,15,163,sweden,0,,,,
2010,italy,15,189,sweden,0,,,,
2010,italy,15,203,italy,28,40,30,1200,
2010,italy,15,225,sweden,0,,,,
2010,italy,15,228,sweden,0,,,,
2010,italy,15,238,sweden,0,,,,
2010,italy,15,250,italy,108,51,19.4117647059,990,
2010,italy,15,257,italy,0,,,,
2010,italy,16,11,sweden,0,,,,
2010,italy,16,17,italy,46,32,21.875,700,
2010,italy,16,18,italy,1,3,20,60,
2010,italy,16,21,sweden,0,,,,
2010,italy,16,113,sweden,0,,,,
2010,italy,16,117,sweden,0,,,,
2010,italy,16,130,sweden,0,,,,
2010,italy,16,156,sweden,0,,,,
2010,italy,16,207,sweden,0,,,,
2010,italy,17,35,italy,17,25,27.2,680,
2010,italy,17,37,sweden,3,17,27.0588235294,460,
2010,italy,17,41,italy,123,53,16.2264150943,860,
2010,italy,17,45,italy,10,32,25,800,
2010,italy,17,54,sweden,0,,,,
2010,italy,17,83,sweden,2,,,,
2010,italy,17,98,sweden,9,30,15.3333333333,460,
2010,italy,17,118,italy,9,,,,
2010,italy,17,121,italy,26,44,19.0909090909,840,
2010,italy,17,122,sweden,7,,,,
2010,italy,17,153,sweden,4,26,14.6153846154,380,
2010,italy,17,169,sweden,0,,,,
2010,italy,17,183,italy,46,29,19.6551724138,570,
2010,italy,17,195,italy,8,,,,
2010,italy,18,14,sweden,2,,,,
2010,italy,18,36,sweden,0,,,,
2010,italy,18,55,italy,58,,,,
2010,italy,18,83,italy,12,29,25.8620689655,750,
2010,italy,18,84,sweden,6,18,23.8888888889,430,"Några frön med vitt ""ludd"" på sig, från mellanväggen?"
2010,italy,18,126,sweden,0,,,,
2010,italy,18,135,sweden,0,,,,
2010,italy,18,154,italy,7,,,,
2010,italy,18,165,sweden,3,17,10,170,
2010,italy,18,166,sweden,4,23,18.6956521739,430,
2010,italy,19,12,sweden,0,,,,
2010,italy,19,55,sweden,0,,,,
2010,italy,19,60,italy,14,20,23.5,470,
2010,italy,19,68,italy,0,,,,
2010,italy,19,94,sweden,0,,,,
2010,italy,19,136,sweden,2,,,,
2010,italy,19,187,italy,0,,,,
2010,italy,19,201,italy,11,32,13.4375,430,
2010,italy,19,202,sweden,0,,,,
2010,italy,19,210,sweden,0,,,,
2010,italy,19,229,italy,13,6,28.3333333333,170,mellanvägg i smulor
2010,italy,19,234,sweden,0,,,,
2010,italy,19,237,sweden,0,,,,
2010,italy,19,249,sweden,0,,,,
2010,italy,20,127,italy,0,,,,
2010,italy,20,128,italy,0,,,,
2010,italy,20,141,italy,0,,,,
2010,italy,20,165,italy,0,,,,
2010,italy,20,197,sweden,0,,,,
2010,italy,20,223,sweden,2,14,19.2857142857,270,
2010,italy,20,224,sweden,0,,,,
2010,italy,20,233,italy,0,,,,
2010,italy,21,4,italy,18,,,,NSeed = 0
2010,italy,21,29,italy,6,,,,
2010,italy,21,57,sweden,0,,,,
2010,italy,21,67,italy,11,,,,
2010,italy,21,99,sweden,0,,,,
2010,italy,21,117,italy,8,,,,
2010,italy,21,125,italy,63,46,23.0434782609,1060,
2010,italy,21,129,italy,0,,,,
2010,italy,21,170,italy,21,36,24.4444444444,880,
2010,italy,21,213,italy,20,39,25.3846153846,990,1 skadat fröskal
2010,italy,21,244,sweden,0,,,,
2010,italy,21,248,italy,0,,,,
2010,italy,22,84,sweden,0,,,,
2010,italy,22,88,italy,4,,,,
2010,italy,22,141,italy,0,,,,
2010,italy,22,150,sweden,0,,,,
2010,italy,22,154,italy,62,44,18.6363636364,820,
2010,italy,22,206,italy,9,15,18.6666666667,280,
2010,italy,22,208,italy,7,,,,
2010,italy,22,224,italy,0,,,,
2010,italy,22,238,italy,6,,,,
2010,italy,22,260,italy,11,17,32.3529411765,550,
2010,italy,23,22,sweden,3,,,,NSeed = 0
2010,italy,23,34,sweden,0,,,,
2010,italy,23,60,italy,11,,,,
2010,italy,23,105,sweden,0,,,,
2010,italy,23,145,italy,7,,,,ingen mellanvägg i kuvertet
2010,italy,23,171,italy,0,,,,
2010,italy,23,217,sweden,0,,,,
2010,italy,23,245,italy,15,15,10.6666666667,160,3 skal i kuvertet
2010,italy,23,248,italy,5,,,,
2010,italy,23,252,sweden,0,,,,
2010,italy,24,17,sweden,9,29,24.4827586207,710,
2010,italy,24,19,sweden,0,,,,
2010,italy,24,31,italy,35,49,27.1428571429,1330,
2010,italy,24,36,sweden,0,,,,
2010,italy,24,45,sweden,0,,,,
2010,italy,24,65,sweden,5,,,,
2010,italy,24,72,italy,14,26,28.4615384615,740,
2010,italy,24,73,italy,4,,,,
2010,italy,24,78,italy,15,31,22.2580645161,690,
2010,italy,24,91,sweden,7,,,,
2010,italy,24,103,italy,40,46,22.1739130435,1020,
2010,italy,24,140,italy,5,11,23.6363636364,260,
2010,italy,24,166,sweden,0,,,,
2010,italy,24,204,sweden,3,,,,
2010,italy,24,211,sweden,4,,,,
2010,italy,24,248,italy,81,54,24.0740740741,1300,
2010,italy,25,26,italy,0,,,,
2010,italy,25,48,italy,5,,,,
2010,italy,25,53,sweden,3,,,,
2010,italy,25,64,italy,3,,,,NSeed = 0
2010,italy,25,70,sweden,0,,,,
2010,italy,25,112,italy,71,45,25.5555555556,1150,
2010,italy,25,113,italy,5,,,,
2010,italy,25,114,sweden,4,,,,inga skal med i kuvertet
2010,italy,25,116,italy,7,,,,NSeed = 0
2010,italy,25,121,sweden,0,,,,
2010,italy,25,141,sweden,0,,,,
2010,italy,25,201,sweden,0,,,,
2010,italy,25,222,sweden,0,,,,
2010,italy,26,13,sweden,0,,,,
2010,italy,26,56,italy,21,38,20,760,
2010,italy,26,71,italy,19,40,15.75,630,
2010,italy,26,78,sweden,1,,,,
2010,italy,26,82,italy,49,49,23.6734693878,1160,1 trasigt frö
2010,italy,26,104,italy,15,14,17.1428571429,240,
2010,italy,26,113,sweden,4,,,,
2010,italy,26,124,sweden,0,,,,
2010,italy,26,133,italy,1,,,,flera frukter
2010,italy,26,149,italy,0,,,,
2010,italy,26,200,sweden,2,,,,
2010,italy,26,242,italy,0,,,,
2010,italy,27,14,italy,11,29,23.1034482759,670,
2010,italy,27,40,sweden,0,,,,
2010,italy,27,55,sweden,4,,,,
2010,italy,27,82,italy,15,,,,NSeed = 0
2010,italy,27,87,italy,53,42,26.4285714286,1110,
2010,italy,27,103,italy,6,,,,
2010,italy,27,109,sweden,5,29,18.9655172414,550,
2010,italy,27,142,sweden,5,19,15.2631578947,290,
2010,italy,27,154,sweden,0,,,,
2010,italy,27,155,sweden,0,,,,
2010,italy,27,172,italy,0,,,,
2010,italy,27,188,sweden,0,,,,
2010,italy,27,190,italy,79,44,16.1363636364,710,
2010,italy,27,226,sweden,0,,,,
2010,italy,27,230,italy,105,27,17.7777777778,480,
2010,italy,28,7,sweden,4,,,,
2010,italy,28,68,italy,6,,,,3 stycken frukter
2010,italy,28,71,italy,10,32,22.8125,730,
2010,italy,28,114,sweden,3,,,,
2010,italy,28,124,italy,46,53,25.6603773585,1360,
2010,italy,28,126,italy,11,,,,
2010,italy,28,137,sweden,2,,,,
2010,italy,28,144,sweden,2,,,,
2010,italy,28,146,italy,0,,,,
2010,italy,28,164,italy,0,,,,
2010,italy,28,197,sweden,6,,,,
2010,italy,28,231,italy,6,,,,
2010,italy,29,14,sweden,0,,,,
2010,italy,29,27,italy,10,,,,
2010,italy,29,30,sweden,0,,,,
2010,italy,29,48,sweden,4,17,25.8823529412,440,
2010,italy,29,52,italy,38,,,,
2010,italy,29,66,italy,15,,,,
2010,italy,29,71,italy,17,,,,
2010,italy,29,172,sweden,0,,,,
2010,italy,29,230,sweden,0,,,,
2010,italy,29,231,italy,13,,,,
2010,italy,29,235,italy,0,,,,
2010,italy,29,240,sweden,8,36,9.7222222222,350,
2010,italy,29,242,italy,7,,,,
2010,italy,30,28,sweden,0,,,,
2010,italy,30,43,sweden,15,38,17.3684210526,660,
2010,italy,30,55,sweden,5,,,,
2010,italy,30,66,sweden,0,,,,
2010,italy,30,72,italy,0,,,,
2010,italy,30,79,sweden,0,,,,
2010,italy,30,95,italy,17,39,23.3333333333,910,
2010,italy,30,107,italy,10,,,,
2010,italy,30,139,italy,0,,,,
2010,italy,30,165,sweden,0,,,,
2010,italy,30,171,italy,74,,,,
2010,italy,30,183,sweden,0,,,,
2010,sweden,1,35,sweden,0,,,,
2010,sweden,1,164,italy,0,,,,
2010,sweden,1,176,sweden,0,,,,
2010,sweden,1,214,italy,0,,,,
2010,sweden,1,240,italy,25,30,24.6666666667,740,
2010,sweden,2,1,sweden,0,,,,
2010,sweden,2,29,sweden,0,,,,
2010,sweden,2,51,italy,0,,,,
2010,sweden,2,59,sweden,0,,,,
2010,sweden,2,77,italy,0,,,,
2010,sweden,2,80,sweden,35,29,24.8275862069,720,
2010,sweden,2,157,italy,35,39,25.3846153846,990,
2010,sweden,2,187,italy,0,,,,
2010,sweden,2,204,italy,43,29,24.8275862069,720,
2010,sweden,2,235,italy,0,,,,
2010,sweden,2,241,italy,32,27,26.2962962963,710,
2010,sweden,2,243,italy,25,25,24.4,610,
2010,sweden,2,259,sweden,33,38,25.7894736842,980,
2010,sweden,3,19,italy,0,,,,
2010,sweden,3,23,italy,0,,,,
2010,sweden,3,44,italy,0,,,,
2010,sweden,3,53,italy,0,,,,
2010,sweden,3,57,italy,0,,,,
2010,sweden,3,69,italy,0,,,,
2010,sweden,3,88,sweden,27,31,28.7096774194,890,
2010,sweden,3,157,italy,0,,,,
2010,sweden,3,163,sweden,0,,,,
2010,sweden,3,169,italy,0,,,,
2010,sweden,3,207,italy,0,,,,
2010,sweden,3,212,sweden,24,40,22,880,
2010,sweden,3,231,italy,51,40,23,920,
2010,sweden,3,256,italy,37,38,24.2105263158,920,
2010,sweden,3,258,sweden,19,34,23.8235294118,810,
2010,sweden,4,28,sweden,0,,,,
2010,sweden,4,36,italy,0,,,,
2010,sweden,4,42,italy,0,,,,
2010,sweden,4,73,italy,0,,,,
2010,sweden,4,102,sweden,0,,,,
2010,sweden,4,106,italy,29,24,28.3333333333,680,
2010,sweden,4,137,italy,34,,,,3 st skal i kuvert
2010,sweden,4,146,italy,0,,,,
2010,sweden,4,228,sweden,28,39,28.7179487179,1120,
2010,sweden,4,237,sweden,32,37,27.2972972973,1010,
2010,sweden,5,8,italy,54,29,27.5862068966,800,
2010,sweden,5,21,sweden,0,,,,
2010,sweden,5,55,italy,0,,,,
2010,sweden,5,71,italy,0,,,,
2010,sweden,5,90,sweden,0,,,,
2010,sweden,5,95,sweden,0,,,,
2010,sweden,5,121,sweden,18,31,24.1935483871,750,
2010,sweden,5,126,italy,21,23,26.9565217391,620,
2010,sweden,5,161,italy,30,25,27.2,680,
2010,sweden,5,190,sweden,19,31,24.5161290323,760,
2010,sweden,5,197,sweden,27,42,26.6666666667,1120,
2010,sweden,5,217,italy,34,30,23,690,
2010,sweden,5,220,sweden,33,42,23.8095238095,1000,
2010,sweden,6,14,sweden,0,,,,
2010,sweden,6,39,sweden,0,,,,
2010,sweden,6,88,italy,27,30,26.6666666667,800,
2010,sweden,6,127,sweden,27,38,27.3684210526,1040,
2010,sweden,6,153,italy,45,41,26.0975609756,1070,
2010,sweden,6,231,sweden,64,43,29.3023255814,1260,
2010,sweden,6,252,italy,28,25,20,500,
2010,sweden,7,37,sweden,0,,,,
2010,sweden,7,62,italy,0,,,,
2010,sweden,7,64,italy,0,,,,
2010,sweden,7,100,sweden,0,,,,
2010,sweden,7,107,sweden,34,34,25.5882352941,870,
2010,sweden,7,120,italy,34,31,29.3548387097,910,1 trasigt frö (good)
2010,sweden,7,196,sweden,81,45,24.8888888889,1120,
2010,sweden,7,202,italy,34,28,27.1428571429,760,
2010,sweden,7,222,sweden,0,,,,3 st skal
2010,sweden,7,233,sweden,41,45,25.7777777778,1160,
2010,sweden,8,8,italy,0,,,,
2010,sweden,8,11,italy,0,,,,
2010,sweden,8,36,italy,0,,,,
2010,sweden,8,39,italy,0,,,,
2010,sweden,8,55,sweden,0,,,,
2010,sweden,8,73,italy,45,40,22,880,
2010,sweden,8,99,sweden,49,36,23.0555555556,830,1 st skadat skal
2010,sweden,8,100,italy,35,26,22.3076923077,580,
2010,sweden,8,124,italy,41,34,24.7058823529,840,
2010,sweden,8,154,sweden,45,,,,
2010,sweden,8,173,sweden,40,43,25.5813953488,1100,
2010,sweden,8,179,sweden,52,40,23.75,950,
2010,sweden,8,183,sweden,45,44,26.3636363636,1160,
2010,sweden,8,193,italy,33,27,22.2222222222,600,
2010,sweden,8,201,italy,35,29,21.724137931,630,
2010,sweden,8,229,sweden,26,40,26,1040,
2010,sweden,8,249,sweden,44,44,23.4090909091,1030,
2010,sweden,9,53,sweden,0,,,,
2010,sweden,9,67,sweden,53,38,25.7894736842,980,
2010,sweden,9,93,italy,23,21,23.3333333333,490,2 frön helt mosade men mogna (good)
2010,sweden,9,110,italy,35,23,22.1739130435,510,
2010,sweden,9,116,sweden,38,41,26.8292682927,1100,
2010,sweden,9,135,italy,27,27,24.8148148148,670,
2010,sweden,9,180,sweden,48,44,23.6363636364,1040,
2010,sweden,9,208,sweden,52,47,21.7021276596,1020,
2010,sweden,9,212,italy,35,38,22.1052631579,840,
2010,sweden,9,251,italy,0,,,,
2010,sweden,10,21,sweden,0,,,,
2010,sweden,10,46,sweden,0,,,,
2010,sweden,10,64,italy,0,,,,
2010,sweden,10,66,italy,0,,,,
2010,sweden,10,77,sweden,0,,,,
2010,sweden,10,79,italy,54,,,,3 st skal i kuvert
2010,sweden,10,107,sweden,25,34,24.7058823529,840,
2010,sweden,10,140,sweden,41,28,21.0714285714,590,
2010,sweden,10,154,italy,39,21,25.2380952381,530,
