year,site,tray,pos,row,column,subline,genotype,fruit_per_plant,fruit_per_seed
2010,sweden,11,139,11,9,Sw43,sweden,11,11
2010,sweden,11,177,14,8,It41,italy,101,101
2010,sweden,11,186,15,4,It15,italy,,0
2010,sweden,11,210,17,2,Sw43,sweden,,0
2010,sweden,12,33,3,7,It32,italy,,0
2010,sweden,12,40,4,1,It41,italy,,0
2010,sweden,12,48,4,9,Sw11,sweden,,0
2010,sweden,12,63,5,11,Sw11,sweden,49,49
2010,sweden,12,70,6,5,Sw43,sweden,,0
2010,sweden,12,92,8,1,It15,italy,31,31
2010,sweden,12,109,9,5,Sw11,sweden,,0
2010,sweden,12,112,9,8,Sw43,sweden,68,68
2010,sweden,12,164,13,8,Sw7,sweden,23,23
2010,sweden,12,207,16,12,Sw11,sweden,38,38
2010,sweden,12,215,17,7,Sw7,sweden,39,39
2010,sweden,12,220,17,12,Sw43,sweden,28,28
2010,sweden,12,227,18,6,Sw47,sweden,36,36
2010,sweden,12,254,20,7,It15,italy,,0
2010,sweden,13,9,1,9,It32,italy,,0
2010,sweden,13,27,3,1,It15,italy,,0
2010,sweden,13,57,5,5,Sw11,sweden,,0
2010,sweden,13,58,5,6,It41,italy,,0
2010,sweden,13,107,9,3,It41,italy,,0
2010,sweden,13,147,12,4,Sw11,sweden,30,30
2010,sweden,13,159,13,3,Sw43,sweden,24,24
2010,sweden,13,183,15,1,Sw7,sweden,29,29
2010,sweden,13,203,16,8,It32,italy,42,42
2010,sweden,13,224,18,3,It41,italy,21,21
2010,sweden,13,249,20,2,Sw7,sweden,30,30
2010,sweden,13,254,20,7,Sw47,sweden,44,44
2010,sweden,14,77,6,12,It15,italy,,0
2010,sweden,14,94,8,3,It24,italy,57,57
2010,sweden,14,99,8,8,It32,italy,26,26
2010,sweden,14,109,9,5,Sw43,sweden,32,32
2010,sweden,14,117,9,13,Sw7,sweden,23,23
2010,sweden,14,128,10,11,Sw43,sweden,20,20
2010,sweden,14,143,11,13,It32,italy,41,41
2010,sweden,14,145,12,2,Sw11,sweden,25,25
2010,sweden,14,177,14,8,It24,italy,41,41
2010,sweden,14,183,15,1,It32,italy,47,47
2010,sweden,14,194,15,12,It41,italy,37,37
2010,sweden,14,209,17,1,It41,italy,39,39
2010,sweden,14,216,17,8,Sw11,sweden,19,19
2010,sweden,14,247,19,13,Sw43,sweden,38,38
2010,sweden,15,67,6,2,Sw43,sweden,,0
2010,sweden,15,79,7,1,Sw47,sweden,25,25
2010,sweden,15,144,12,1,It41,italy,46,46
2010,sweden,15,150,12,7,Sw11,sweden,19,19
2010,sweden,15,152,12,9,Sw7,sweden,,0
2010,sweden,15,188,15,6,It32,italy,44,44
2010,sweden,15,192,15,10,It32,italy,50,50
2010,sweden,15,198,16,3,Sw43,sweden,27,27
2010,sweden,15,209,17,1,Sw11,sweden,24,24
2010,sweden,15,211,17,3,It15,italy,40,40
2010,sweden,15,216,17,8,Sw7,sweden,23,23
2010,sweden,15,218,17,10,It15,italy,44,44
2010,sweden,15,223,18,2,It32,italy,41,41
2010,sweden,15,230,18,9,It32,italy,39,39
2010,sweden,16,33,3,7,It41,italy,,0
2010,sweden,16,50,4,11,Sw47,sweden,,0
2010,sweden,16,58,5,6,Sw11,sweden,28,28
2010,sweden,16,135,11,5,It15,italy,27,27
2010,sweden,16,142,11,12,It41,italy,23,23
2010,sweden,16,168,13,12,Sw43,sweden,30,30
2010,sweden,16,193,15,11,Sw7,sweden,53,53
2010,sweden,16,220,17,12,Sw47,sweden,,0
2010,sweden,16,246,19,12,It41,italy,,0
2010,sweden,16,255,20,8,Sw11,sweden,,0
2010,sweden,17,4,1,4,It15,italy,,0
2010,sweden,17,12,1,12,It32,italy,,0
2010,sweden,17,42,4,3,Sw47,sweden,,0
2010,sweden,17,43,4,4,Sw43,sweden,,0
2010,sweden,17,97,8,6,Sw47,sweden,26,26
2010,sweden,17,111,9,7,It15,italy,23,23
2010,sweden,17,120,10,3,It24,italy,32,32
2010,sweden,17,127,10,10,Sw47,sweden,32,32
2010,sweden,17,174,14,5,It24,italy,,0
2010,sweden,17,194,15,12,It41,italy,,0
2010,sweden,17,220,17,12,Sw43,sweden,,0
2010,sweden,18,9,1,9,It32,italy,,0
2010,sweden,18,10,1,10,It41,italy,,0
2010,sweden,18,25,2,12,It32,italy,,0
2010,sweden,18,30,3,4,It24,italy,,0
2010,sweden,18,35,3,9,Sw43,sweden,,0
2010,sweden,18,38,3,12,Sw43,sweden,,0
2010,sweden,18,56,5,4,It15,italy,,0
2010,sweden,18,60,5,8,It32,italy,,0
2010,sweden,18,88,7,10,It24,italy,54,54
2010,sweden,18,99,8,8,Sw11,sweden,57,57
2010,sweden,18,104,8,13,Sw47,sweden,28,28
2010,sweden,18,119,10,2,Sw11,sweden,33,33
2010,sweden,18,125,10,8,Sw43,sweden,25,25
2010,sweden,18,135,11,5,Sw43,sweden,48,48
2010,sweden,18,143,11,13,Sw47,sweden,41,41
2010,sweden,18,218,17,10,Sw7,sweden,43,43
2010,sweden,18,236,19,2,It32,italy,42,42
2010,sweden,18,246,19,12,Sw47,sweden,47,47
2010,sweden,18,249,20,2,It41,italy,18,18
2010,sweden,18,254,20,7,Sw7,sweden,74,74
2010,sweden,19,13,1,13,Sw7,sweden,,0
2010,sweden,19,19,2,6,It24,italy,,0
2010,sweden,19,32,3,6,It24,italy,,0
2010,sweden,19,43,4,4,It15,italy,,0
2010,sweden,19,54,5,2,It24,italy,,0
2010,sweden,19,80,7,2,It24,italy,60,60
2010,sweden,19,102,8,11,Sw11,sweden,15,15
2010,sweden,19,128,10,11,It15,italy,,0
2010,sweden,19,156,12,13,It15,italy,70,70
2010,sweden,19,161,13,5,It41,italy,,0
2010,sweden,19,166,13,10,It32,italy,,0
2010,sweden,19,173,14,4,Sw47,sweden,51,51
2010,sweden,19,180,14,11,Sw7,sweden,71,71
2010,sweden,19,182,14,13,Sw47,sweden,,0
2010,sweden,19,216,17,8,It32,italy,166,166
2010,sweden,20,3,1,3,Sw47,sweden,,0
2010,sweden,20,42,4,3,It32,italy,,0
2010,sweden,20,53,5,1,Sw11,sweden,20,20
2010,sweden,20,54,5,2,Sw7,sweden,25,25
2010,sweden,20,56,5,4,It41,italy,22,22
2010,sweden,20,70,6,5,Sw47,sweden,40,40
2010,sweden,20,71,6,6,It41,italy,29,29
2010,sweden,20,95,8,4,It41,italy,19,19
2010,sweden,20,126,10,9,It41,italy,,0
2010,sweden,20,162,13,6,Sw43,sweden,,0
2010,sweden,20,167,13,11,It41,italy,,0
2010,sweden,20,180,14,11,It32,italy,,0
2010,sweden,21,12,1,12,It32,italy,,0
2010,sweden,21,50,4,11,Sw43,sweden,,0
2010,sweden,21,78,6,13,Sw11,sweden,32,32
2010,sweden,21,142,11,12,It41,italy,49,49
2010,sweden,21,176,14,7,It15,italy,,0
2010,sweden,21,181,14,12,It32,italy,75,75
2010,sweden,21,197,16,2,It41,italy,50,50
2010,sweden,21,219,17,11,Sw11,sweden,165,165
2010,sweden,21,224,18,3,Sw47,sweden,,0
2010,sweden,21,229,18,8,Sw7,sweden,,0
2010,sweden,21,232,18,11,It24,italy,,0
2010,sweden,21,251,20,4,It41,italy,,0
2010,sweden,22,48,4,9,Sw43,sweden,,0
2010,sweden,22,61,5,9,Sw43,sweden,,0
2010,sweden,22,74,6,9,It24,italy,69,69
2010,sweden,22,75,6,10,It15,italy,66,66
2010,sweden,22,77,6,12,Sw11,sweden,67,67
2010,sweden,22,89,7,11,Sw43,sweden,39,39
2010,sweden,22,91,7,13,It24,italy,37,37
2010,sweden,22,116,9,12,Sw43,sweden,34,34
2010,sweden,22,147,12,4,It41,italy,56,56
2010,sweden,22,173,14,4,It24,italy,,0
2010,sweden,22,178,14,9,Sw47,sweden,40,40
2010,sweden,22,219,17,11,It32,italy,44,44
2010,sweden,23,21,2,8,Sw11,sweden,,0
2010,sweden,23,107,9,3,Sw43,sweden,43,43
2010,sweden,23,129,10,12,It24,italy,36,36
2010,sweden,23,139,11,9,It15,italy,,0
2010,sweden,23,182,14,13,Sw43,sweden,92,92
2010,sweden,23,201,16,6,Sw7,sweden,61,61
2010,sweden,23,216,17,8,It15,italy,163,163
2010,sweden,23,253,20,6,It32,italy,48,48
2010,sweden,23,256,20,9,Sw7,sweden,,0
2010,sweden,24,43,4,4,Sw7,sweden,,0
2010,sweden,24,47,4,8,Sw47,sweden,,0
2010,sweden,24,60,5,8,Sw47,sweden,44,44
2010,sweden,24,72,6,7,Sw7,sweden,41,41
2010,sweden,24,82,7,4,Sw7,sweden,34,34
2010,sweden,24,98,8,7,Sw11,sweden,21,21
2010,sweden,24,118,10,1,It24,italy,33,33
2010,sweden,24,126,10,9,Sw43,sweden,,0
2010,sweden,24,171,14,2,Sw11,sweden,,0
2010,sweden,24,181,14,12,It41,italy,16,16
2010,sweden,24,194,15,12,It32,italy,44,44
2010,sweden,24,216,17,8,Sw11,sweden,,0
2010,sweden,24,226,18,5,It32,italy,,0
2010,sweden,24,232,18,11,Sw7,sweden,,0
2010,sweden,25,18,2,5,Sw11,sweden,,0
2010,sweden,25,37,3,11,It32,italy,,0
2010,sweden,25,39,3,13,It15,italy,,0
2010,sweden,25,79,7,1,It32,italy,19,19
2010,sweden,25,111,9,7,Sw43,sweden,49,49
2010,sweden,25,160,13,4,It32,italy,,0
2010,sweden,25,188,15,6,Sw11,sweden,15,15
2010,sweden,25,191,15,9,It24,italy,,0
2010,sweden,25,205,16,10,Sw7,sweden,,0
2010,sweden,25,211,17,3,It24,italy,,0
2010,sweden,25,223,18,2,Sw47,sweden,,0
2010,sweden,25,225,18,4,It15,italy,79,79
2010,sweden,25,249,20,2,Sw47,sweden,,0
2010,sweden,26,10,1,10,Sw7,sweden,,0
2010,sweden,26,15,2,2,Sw7,sweden,,0
2010,sweden,26,16,2,3,Sw11,sweden,,0
2010,sweden,26,50,4,11,It24,italy,71,71
2010,sweden,26,68,6,3,It41,italy,23,23
2010,sweden,26,77,6,12,It15,italy,21,21
2010,sweden,26,111,9,7,Sw7,sweden,29,29
2010,sweden,26,156,12,13,It15,italy,18,18
2010,sweden,26,160,13,4,It41,italy,,0
2010,sweden,26,190,15,8,Sw7,sweden,25,25
2010,sweden,26,244,19,10,Sw47,sweden,27,27
2010,sweden,26,253,20,6,It41,italy,45,45
2010,sweden,27,7,1,7,It32,italy,,0
2010,sweden,27,24,2,11,Sw47,sweden,,0
2010,sweden,27,70,6,5,It15,italy,21,21
2010,sweden,27,81,7,3,Sw11,sweden,37,37
2010,sweden,27,89,7,11,It24,italy,42,42
2010,sweden,27,107,9,3,Sw47,sweden,26,26
2010,sweden,27,155,12,12,Sw47,sweden,32,32
2010,sweden,27,180,14,11,It32,italy,36,36
2010,sweden,27,196,16,1,It15,italy,32,32
2010,sweden,27,200,16,5,It41,italy,23,23
2010,sweden,28,13,1,13,Sw7,sweden,,0
2010,sweden,28,24,2,11,It41,italy,,0
2010,sweden,28,27,3,1,It24,italy,,0
2010,sweden,28,40,4,1,It15,italy,,0
2010,sweden,28,76,6,11,It24,italy,,0
2010,sweden,28,81,7,3,It41,italy,28,28
2010,sweden,28,110,9,6,Sw7,sweden,,0
2010,sweden,28,124,10,7,Sw11,sweden,27,27
2010,sweden,28,211,17,3,It15,italy,56,56
2010,sweden,28,220,17,12,It15,italy,33,33
2010,sweden,28,248,20,1,It32,italy,22,22
2010,sweden,29,33,3,7,Sw43,sweden,,0
2010,sweden,29,61,5,9,It15,italy,,0
2010,sweden,29,90,7,12,Sw43,sweden,30,30
2010,sweden,29,91,7,13,Sw7,sweden,29,29
2010,sweden,29,101,8,10,Sw43,sweden,25,25
2010,sweden,29,152,12,9,Sw43,sweden,,0
2010,sweden,29,157,13,1,Sw11,sweden,28,28
2010,sweden,29,202,16,7,It15,italy,,0
2010,sweden,29,209,17,1,Sw11,sweden,21,21
2010,sweden,29,232,18,11,Sw43,sweden,,0
2010,sweden,29,256,20,9,Sw11,sweden,,0
2010,sweden,30,53,5,1,Sw11,sweden,,0
2010,sweden,30,101,8,10,It24,italy,,0
2010,sweden,30,136,11,6,Sw7,sweden,,0
2010,sweden,30,198,16,3,Sw7,sweden,,0
2010,sweden,30,231,18,10,It24,italy,,0
2010,sweden,30,236,19,2,Sw47,sweden,,0
2010,sweden,30,241,19,7,It32,italy,,0
2011,italy,1,8,1,8,It41,italy,,0
2011,italy,1,45,4,6,Sw11,sweden,6,6
2011,italy,1,52,4,13,It41,italy,8,8
2011,italy,1,76,6,11,It32,italy,11,11
2011,italy,1,86,7,8,Sw43,sweden,4,4
2011,italy,1,90,7,12,It15,italy,12,12
2011,italy,1,96,8,5,It15,italy,9,9
2011,italy,1,98,8,7,It15,italy,7,7
2011,italy,1,194,15,12,It32,italy,10,10
2011,italy,1,201,16,6,It41,italy,10,10
2011,italy,1,240,19,6,Sw43,sweden,3,3
2011,italy,2,20,2,7,It24,italy,12,12
2011,italy,2,98,8,7,Sw11,sweden,2,2
2011,italy,2,151,12,8,Sw7,sweden,3,3
2011,italy,2,156,12,13,Sw11,sweden,,0
2011,italy,2,164,13,8,It24,italy,11,11
2011,italy,2,171,14,2,Sw7,sweden,4,4
2011,italy,2,207,16,12,It24,italy,22,22
2011,italy,2,239,19,5,It24,italy,13,13
2011,italy,2,252,20,5,It41,italy,8,8
2011,italy,3,3,1,3,Sw47,sweden,3,3
2011,italy,3,63,5,11,It24,italy,16,16
2011,italy,3,155,12,12,It24,italy,10,10
2011,italy,3,166,13,10,Sw7,sweden,3,3
2011,italy,3,167,13,11,It32,italy,12,12
2011,italy,3,190,15,8,It15,italy,21,21
2011,italy,3,191,15,9,Sw47,sweden,7,7
2011,italy,3,198,16,3,Sw11,sweden,8,8
2011,italy,4,3,1,3,Sw43,sweden,6,6
2011,italy,4,26,2,13,Sw7,sweden,8,8
2011,italy,4,35,3,9,It15,italy,6,6
2011,italy,4,59,5,7,Sw7,sweden,,0
2011,italy,4,97,8,6,It32,italy,11,11
2011,italy,4,100,8,9,It32,italy,14,14
2011,italy,4,122,10,5,It24,italy,35,35
2011,italy,4,138,11,8,Sw47,sweden,3,3
2011,italy,4,164,13,8,Sw43,sweden,8,8
2011,italy,4,214,17,6,Sw43,sweden,7,7
2011,italy,4,216,17,8,Sw11,sweden,8,8
2011,italy,4,224,18,3,Sw43,sweden,,0
2011,italy,4,232,18,11,Sw7,sweden,3,3
2011,italy,4,234,18,13,It41,italy,20,20
2011,italy,4,241,19,7,It41,italy,15,15
2011,italy,5,16,2,3,Sw43,sweden,5,5
2011,italy,5,88,7,10,Sw7,sweden,2,2
2011,italy,5,89,7,11,Sw11,sweden,2,2
2011,italy,5,154,12,11,It32,italy,11,11
2011,italy,5,162,13,6,Sw47,sweden,,0
2011,italy,5,218,17,10,Sw43,sweden,,0
2011,italy,5,221,17,13,It24,italy,20,20
2011,italy,5,225,18,4,It41,italy,29,29
2011,italy,5,227,18,6,Sw47,sweden,,0
2011,italy,5,230,18,9,Sw7,sweden,1,1
2011,italy,5,238,19,4,It41,italy,21,21
2011,italy,6,44,4,5,It15,italy,5,5
2011,italy,6,65,5,13,It32,italy,22,22
2011,italy,6,85,7,7,Sw11,sweden,6,6
2011,italy,6,104,8,13,Sw11,sweden,6,6
2011,italy,6,121,10,4,Sw43,sweden,4,4
2011,italy,6,127,10,10,Sw47,sweden,11,11
2011,italy,6,148,12,5,It32,italy,23,23
2011,italy,6,163,13,7,It32,italy,21,21
2011,italy,6,183,15,1,Sw11,sweden,,0
2011,italy,6,187,15,5,Sw7,sweden,7,7
2011,italy,6,195,15,13,It41,italy,11,11
2011,italy,6,213,17,5,Sw47,sweden,4,4
2011,italy,6,214,17,6,It15,italy,29,29
2011,italy,6,218,17,10,Sw7,sweden,7,7
2011,italy,6,252,20,5,Sw47,sweden,6,6
2011,italy,7,2,1,2,Sw11,sweden,4,4
2011,italy,7,10,1,10,Sw11,sweden,6,6
2011,italy,7,22,2,9,Sw47,sweden,9,9
2011,italy,7,62,5,10,Sw7,sweden,15,15
2011,italy,7,87,7,9,Sw43,sweden,,0
2011,italy,7,88,7,10,It32,italy,12,12
2011,italy,7,104,8,13,Sw7,sweden,4,4
2011,italy,7,112,9,8,It32,italy,10,10
2011,italy,7,146,12,3,It15,italy,8,8
2011,italy,7,179,14,10,It32,italy,57,57
2011,italy,7,182,14,13,Sw43,sweden,,0
2011,italy,7,221,17,13,Sw11,sweden,,0
2011,italy,7,229,18,8,Sw43,sweden,9,9
2011,italy,7,239,19,5,It32,italy,17,17
2011,italy,7,251,20,4,It24,italy,10,10
2011,italy,8,44,4,5,Sw11,sweden,8,8
2011,italy,8,48,4,9,It32,italy,34,34
2011,italy,8,60,5,8,Sw11,sweden,,0
2011,italy,8,63,5,11,It32,italy,38,38
2011,italy,8,77,6,12,Sw43,sweden,,0
2011,italy,8,92,8,1,It41,italy,5,5
2011,italy,8,94,8,3,It24,italy,18,18
2011,italy,8,97,8,6,Sw43,sweden,6,6
2011,italy,8,115,9,11,Sw7,sweden,7,7
2011,italy,8,132,11,2,It32,italy,3,3
2011,italy,8,134,11,4,Sw47,sweden,,0
2011,italy,8,141,11,11,Sw47,sweden,,0
2011,italy,8,145,12,2,Sw11,sweden,8,8
2011,italy,8,148,12,5,Sw11,sweden,,0
2011,italy,8,166,13,10,Sw47,sweden,,0
2011,italy,8,180,14,11,It41,italy,15,15
2011,italy,8,197,16,2,It32,italy,109,109
2011,italy,8,199,16,4,It41,italy,13,13
2011,italy,8,234,18,13,Sw11,sweden,,0
2011,italy,8,240,19,6,Sw43,sweden,6,6
2011,italy,9,11,1,11,Sw43,sweden,1,1
2011,italy,9,61,5,9,It24,italy,24,24
2011,italy,9,77,6,12,It24,italy,,0
2011,italy,9,90,7,12,It15,italy,,0
2011,italy,9,99,8,8,Sw7,sweden,,0
2011,italy,9,121,10,4,Sw7,sweden,2,2
2011,italy,9,127,10,10,It15,italy,,0
2011,italy,9,139,11,9,Sw47,sweden,2,2
2011,italy,9,163,13,7,It24,italy,25,25
2011,italy,9,172,14,3,It15,italy,31,31
2011,italy,9,180,14,11,It15,italy,8,8
2011,italy,9,215,17,7,It15,italy,25,25
2011,italy,9,221,17,13,It32,italy,15,15
2011,italy,10,37,3,11,Sw43,sweden,,0
2011,italy,10,43,4,4,Sw11,sweden,,0
2011,italy,10,62,5,10,It32,italy,,0
2011,italy,10,74,6,9,It41,italy,,0
2011,italy,10,165,13,9,It15,italy,10,10
2011,italy,10,223,18,2,Sw43,sweden,,0
2011,italy,10,233,18,12,It41,italy,4,4
2011,italy,10,240,19,6,Sw47,sweden,,0
2011,italy,10,255,20,8,Sw7,sweden,,0
2011,italy,11,40,4,1,Sw43,sweden,,0
2011,italy,11,58,5,6,Sw7,sweden,,0
2011,italy,11,83,7,5,Sw11,sweden,2,2
2011,italy,11,93,8,2,Sw47,sweden,,0
2011,italy,11,96,8,5,It32,italy,10,10
2011,italy,11,110,9,6,It15,italy,7,7
2011,italy,11,120,10,3,It24,italy,27,27
2011,italy,11,133,11,3,Sw43,sweden,,0
2011,italy,11,145,12,2,Sw7,sweden,,0
2011,italy,11,179,14,10,Sw43,sweden,,0
2011,italy,11,248,20,1,Sw43,sweden,5,5
2011,italy,11,250,20,3,It41,italy,,0
2011,italy,11,252,20,5,Sw47,sweden,,0
2011,italy,11,259,20,12,It15,italy,24,24
2011,italy,12,3,1,3,It24,italy,16,16
2011,italy,12,23,2,10,It32,italy,2,2
2011,italy,12,33,3,7,Sw43,sweden,,0
2011,italy,12,77,6,12,It24,italy,11,11
2011,italy,12,86,7,8,Sw47,sweden,,0
2011,italy,12,88,7,10,Sw11,sweden,5,5
2011,italy,12,119,10,2,It15,italy,,0
2011,italy,12,124,10,7,Sw11,sweden,1,1
2011,italy,12,127,10,10,It24,italy,39,39
2011,italy,12,143,11,13,Sw47,sweden,6,6
2011,italy,12,150,12,7,It41,italy,12,12
2011,italy,12,197,16,2,Sw47,sweden,,0
2011,italy,12,209,17,1,Sw11,sweden,,0
2011,italy,13,72,6,7,Sw47,sweden,,0
2011,italy,13,77,6,12,It41,italy,,0
2011,italy,13,101,8,10,It15,italy,8,8
2011,italy,13,148,12,5,It41,italy,12,12
2011,italy,13,187,15,5,It24,italy,14,14
2011,italy,13,197,16,2,Sw7,sweden,1,1
2011,italy,13,207,16,12,It41,italy,6,6
2011,italy,14,1,1,1,Sw47,sweden,,0
2011,italy,14,15,2,2,It24,italy,16,16
2011,italy,14,26,2,13,Sw47,sweden,1,1
2011,italy,14,36,3,10,Sw7,sweden,4,4
2011,italy,14,55,5,3,It24,italy,13,13
2011,italy,14,96,8,5,It41,italy,,0
2011,italy,14,129,10,12,Sw11,sweden,10,10
2011,italy,14,181,14,12,It15,italy,16,16
2011,italy,14,233,18,12,Sw7,sweden,,0
2011,italy,15,9,1,9,It15,italy,7,7
2011,italy,15,40,4,1,It24,italy,9,9
2011,italy,15,53,5,1,It15,italy,20,20
2011,italy,15,54,5,2,It15,italy,7,7
2011,italy,15,61,5,9,It32,italy,27,27
2011,italy,15,71,6,6,It24,italy,10,10
2011,italy,15,82,7,4,It15,italy,10,10
2011,italy,15,88,7,10,It24,italy,17,17
2011,italy,15,108,9,4,It41,italy,14,14
2011,italy,15,201,16,6,Sw7,sweden,5,5
2011,italy,15,255,20,8,It41,italy,16,16
2011,italy,16,76,6,11,Sw43,sweden,5,5
2011,italy,16,98,8,7,It41,italy,16,16
2011,italy,16,102,8,11,Sw7,sweden,,0
2011,italy,16,103,8,12,It41,italy,35,35
2011,italy,16,117,9,13,Sw47,sweden,,0
2011,italy,16,229,18,8,Sw43,sweden,,0
2011,italy,17,95,8,4,Sw7,sweden,,0
2011,italy,17,108,9,4,Sw43,sweden,,0
2011,italy,17,144,12,1,Sw7,sweden,,0
2011,italy,17,146,12,3,It15,italy,5,5
2011,italy,17,196,16,1,It32,italy,2,2
2011,italy,17,218,17,10,It32,italy,4,4
2011,italy,17,240,19,6,It41,italy,10,10
2011,italy,17,252,20,5,It32,italy,9,9
2011,italy,17,254,20,7,Sw43,sweden,,0
2011,italy,18,24,2,11,Sw47,sweden,,0
2011,italy,18,34,3,8,Sw11,sweden,2,2
2011,italy,18,42,4,3,It24,italy,10,10
2011,italy,18,46,4,7,Sw43,sweden,1,1
2011,italy,18,67,6,2,Sw47,sweden,,0
2011,italy,18,70,6,5,It24,italy,,0
2011,italy,18,92,8,1,It24,italy,17,17
2011,italy,18,99,8,8,It15,italy,10,10
2011,italy,18,164,13,8,Sw11,sweden,2,2
2011,italy,18,169,13,13,It15,italy,11,11
2011,italy,18,180,14,11,Sw7,sweden,1,1
2011,italy,18,189,15,7,It24,italy,15,15
2011,italy,18,191,15,9,It15,italy,10,10
2011,italy,18,241,19,7,It32,italy,10,10
2011,italy,18,247,19,13,It41,italy,17,17
2011,italy,18,255,20,8,Sw11,sweden,8,8
2011,italy,18,256,20,9,Sw47,sweden,5,5
2011,italy,19,4,1,4,Sw11,sweden,,0
2011,italy,19,29,3,3,It32,italy,14,14
2011,italy,19,34,3,8,Sw7,sweden,7,7
2011,italy,19,40,4,1,It24,italy,14,14
2011,italy,19,46,4,7,It41,italy,17,17
2011,italy,19,52,4,13,Sw47,sweden,2,2
2011,italy,19,55,5,3,It24,italy,15,15
2011,italy,19,58,5,6,It15,italy,17,17
2011,italy,19,113,9,9,It15,italy,9,9
2011,italy,19,129,10,12,Sw11,sweden,,0
2011,italy,19,148,12,5,Sw11,sweden,6,6
2011,italy,19,151,12,8,It24,italy,17,17
2011,italy,19,200,16,5,It41,italy,12,12
2011,italy,19,207,16,12,Sw7,sweden,,0
2011,italy,19,226,18,5,It32,italy,8,8
2011,italy,20,6,1,6,Sw11,sweden,,0
2011,italy,20,9,1,9,It41,italy,24,24
2011,italy,20,28,3,2,It24,italy,16,16
2011,italy,20,88,7,10,Sw47,sweden,,0
2011,italy,20,91,7,13,Sw43,sweden,7,7
2011,italy,20,95,8,4,It24,italy,13,13
2011,italy,20,103,8,12,Sw7,sweden,2,2
2011,italy,20,133,11,3,Sw47,sweden,4,4
2011,italy,20,144,12,1,Sw43,sweden,7,7
2011,italy,20,165,13,9,It15,italy,7,7
2011,italy,20,192,15,10,Sw43,sweden,3,3
2011,italy,20,193,15,11,It15,italy,11,11
