year,site,tray,pos,row,column,subline,genotype,fruit_per_plant,fruit_per_seed
2011,italy,20,195,15,13,It41,italy,20,20
2011,italy,21,15,2,2,Sw47,sweden,4,4
2011,italy,21,19,2,6,It15,italy,49,49
2011,italy,21,23,2,10,It41,italy,13,13
2011,italy,21,56,5,4,Sw7,sweden,,0
2011,italy,21,96,8,5,Sw43,sweden,3,3
2011,italy,21,100,8,9,It15,italy,22,22
2011,italy,21,133,11,3,Sw43,sweden,5,5
2011,italy,21,153,12,10,It41,italy,11,11
2011,italy,21,159,13,3,Sw11,sweden,,0
2011,italy,21,165,13,9,It32,italy,9,9
2011,italy,21,190,15,8,Sw11,sweden,,0
2011,italy,21,212,17,4,It41,italy,13,13
2011,italy,21,242,19,8,Sw43,sweden,6,6
2011,italy,21,256,20,9,Sw47,sweden,5,5
2011,italy,22,15,2,2,It24,italy,12,12
2011,italy,22,23,2,10,Sw7,sweden,9,9
2011,italy,22,38,3,12,Sw11,sweden,7,7
2011,italy,22,47,4,8,Sw7,sweden,6,6
2011,italy,22,64,5,12,It32,italy,24,24
2011,italy,22,66,6,1,It32,italy,,0
2011,italy,22,70,6,5,Sw11,sweden,,0
2011,italy,22,75,6,10,Sw11,sweden,4,4
2011,italy,22,85,7,7,It41,italy,27,27
2011,italy,22,86,7,8,It15,italy,31,31
2011,italy,22,103,8,12,It32,italy,,0
2011,italy,22,108,9,4,It24,italy,13,13
2011,italy,22,124,10,7,Sw7,sweden,3,3
2011,italy,22,155,12,12,Sw11,sweden,7,7
2011,italy,22,160,13,4,Sw43,sweden,,0
2011,italy,22,163,13,7,It24,italy,37,37
2011,italy,22,204,16,9,It24,italy,10,10
2011,italy,23,3,1,3,Sw47,sweden,2,2
2011,italy,23,33,3,7,It32,italy,15,15
2011,italy,23,40,4,1,It24,italy,23,23
2011,italy,23,50,4,11,Sw47,sweden,4,4
2011,italy,23,57,5,5,It32,italy,5,5
2011,italy,23,92,8,1,It24,italy,20,20
2011,italy,23,134,11,4,It32,italy,12,12
2011,italy,23,153,12,10,Sw7,sweden,12,12
2011,italy,23,161,13,5,Sw7,sweden,16,16
2011,italy,23,254,20,7,It24,italy,18,18
2011,italy,24,23,2,10,It15,italy,,0
2011,italy,24,27,3,1,It24,italy,16,16
2011,italy,24,46,4,7,It15,italy,43,43
2011,italy,24,51,4,12,Sw11,sweden,5,5
2011,italy,24,66,6,1,It24,italy,7,7
2011,italy,24,76,6,11,Sw11,sweden,7,7
2011,italy,24,94,8,3,It15,italy,17,17
2011,italy,24,106,9,2,Sw11,sweden,,0
2011,italy,24,109,9,5,It32,italy,19,19
2011,italy,24,125,10,8,It41,italy,7,7
2011,italy,24,127,10,10,It32,italy,17,17
2011,italy,24,159,13,3,It32,italy,15,15
2011,italy,24,190,15,8,Sw47,sweden,1,1
2011,italy,24,221,17,13,Sw47,sweden,4,4
2011,italy,24,228,18,7,Sw47,sweden,4,4
2011,italy,25,35,3,9,Sw7,sweden,6,6
2011,italy,25,48,4,9,It15,italy,47,47
2011,italy,25,91,7,13,It41,italy,15,15
2011,italy,25,157,13,1,It32,italy,49,49
2011,italy,25,213,17,5,It15,italy,19,19
2011,italy,25,223,18,2,Sw47,sweden,4,4
2011,italy,25,229,18,8,It41,italy,47,47
2011,italy,25,243,19,9,It15,italy,16,16
2011,italy,25,252,20,5,It24,italy,24,24
2011,italy,26,20,2,7,Sw43,sweden,7,7
2011,italy,26,45,4,6,It32,italy,18,18
2011,italy,26,68,6,3,Sw47,sweden,4,4
2011,italy,26,122,10,5,Sw43,sweden,3,3
2011,italy,26,140,11,10,Sw7,sweden,6,6
2011,italy,26,149,12,6,It24,italy,18,18
2011,italy,26,166,13,10,Sw7,sweden,,0
2011,italy,26,167,13,11,Sw43,sweden,,0
2011,italy,26,190,15,8,Sw7,sweden,7,7
2011,italy,26,195,15,13,Sw43,sweden,,0
2011,italy,26,207,16,12,It41,italy,12,12
2011,italy,26,233,18,12,Sw47,sweden,,0
2011,italy,26,248,20,1,It41,italy,26,26
2011,italy,27,17,2,4,It32,italy,13,13
2011,italy,27,43,4,4,Sw47,sweden,4,4
2011,italy,27,62,5,10,Sw47,sweden,,0
2011,italy,27,81,7,3,Sw11,sweden,5,5
2011,italy,27,94,8,3,It24,italy,29,29
2011,italy,27,106,9,2,Sw7,sweden,10,10
2011,italy,27,145,12,2,Sw43,sweden,,0
2011,italy,27,151,12,8,It15,italy,29,29
2011,italy,27,167,13,11,Sw47,sweden,5,5
2011,italy,27,196,16,1,Sw43,sweden,,0
2011,italy,27,214,17,6,It41,italy,18,18
2011,italy,27,260,20,13,It15,italy,12,12
2011,italy,28,10,1,10,It41,italy,15,15
2011,italy,28,25,2,12,Sw11,sweden,7,7
2011,italy,28,28,3,2,It32,italy,18,18
2011,italy,28,76,6,11,It15,italy,19,19
2011,italy,28,93,8,2,Sw11,sweden,9,9
2011,italy,28,98,8,7,Sw43,sweden,10,10
2011,italy,28,114,9,10,It15,italy,17,17
2011,italy,28,117,9,13,Sw7,sweden,6,6
2011,italy,28,132,11,2,Sw47,sweden,6,6
2011,italy,28,182,14,13,Sw11,sweden,1,1
2011,italy,28,236,19,2,It32,italy,4,4
2011,italy,28,240,19,6,Sw11,sweden,2,2
2011,italy,28,249,20,2,Sw11,sweden,8,8
2011,italy,29,17,2,4,Sw43,sweden,,0
2011,italy,29,32,3,6,It15,italy,13,13
2011,italy,29,48,4,9,It32,italy,12,12
2011,italy,29,106,9,2,Sw47,sweden,,0
2011,italy,29,128,10,11,Sw43,sweden,5,5
2011,italy,29,135,11,5,It41,italy,17,17
2011,italy,29,137,11,7,It41,italy,14,14
2011,italy,29,169,13,13,It32,italy,21,21
2011,italy,29,249,20,2,It41,italy,,0
2011,italy,29,252,20,5,Sw47,sweden,9,9
2011,italy,30,30,3,4,It41,italy,15,15
2011,italy,30,35,3,9,Sw7,sweden,7,7
2011,italy,30,83,7,5,Sw43,sweden,,0
2011,italy,30,86,7,8,Sw7,sweden,,0
2011,italy,30,172,14,3,Sw7,sweden,,0
2011,italy,30,231,18,10,Sw7,sweden,2,2
2011,italy,30,252,20,5,It24,italy,19,19
2011,sweden,1,35,3,9,Sw43,sweden,3,3
2011,sweden,1,76,6,11,Sw43,sweden,,0
2011,sweden,1,168,13,12,Sw7,sweden,,0
2011,sweden,1,233,18,12,It32,italy,,0
2011,sweden,1,254,20,7,It15,italy,,0
2011,sweden,2,5,1,5,It24,italy,24,24
2011,sweden,2,6,1,6,Sw43,sweden,9,9
2011,sweden,2,41,4,2,It32,italy,17,17
2011,sweden,2,45,4,6,It15,italy,9,9
2011,sweden,2,50,4,11,It15,italy,8,8
2011,sweden,2,53,5,1,Sw7,sweden,8,8
2011,sweden,2,79,7,1,Sw47,sweden,,0
2011,sweden,2,112,9,8,Sw47,sweden,,0
2011,sweden,2,149,12,6,It32,italy,,0
2011,sweden,2,196,16,1,It15,italy,14,14
2011,sweden,2,242,19,8,Sw43,sweden,,0
2011,sweden,2,248,20,1,Sw7,sweden,16,16
2011,sweden,2,250,20,3,Sw11,sweden,37,37
2011,sweden,3,5,1,5,It15,italy,,0
2011,sweden,3,6,1,6,Sw43,sweden,,0
2011,sweden,3,21,2,8,It41,italy,12,12
2011,sweden,3,38,3,12,Sw7,sweden,3,3
2011,sweden,3,44,4,5,Sw11,sweden,2,2
2011,sweden,3,46,4,7,Sw11,sweden,4,4
2011,sweden,3,54,5,2,It41,italy,10,10
2011,sweden,3,71,6,6,It32,italy,12,12
2011,sweden,3,82,7,4,It41,italy,18,18
2011,sweden,3,99,8,8,Sw43,sweden,8,8
2011,sweden,3,118,10,1,It15,italy,12,12
2011,sweden,3,135,11,5,It24,italy,,0
2011,sweden,3,152,12,9,It24,italy,,0
2011,sweden,3,158,13,2,Sw7,sweden,23,23
2011,sweden,3,160,13,4,It15,italy,,0
2011,sweden,3,164,13,8,It24,italy,,0
2011,sweden,3,246,19,12,Sw11,sweden,,0
2011,sweden,4,14,2,1,It24,italy,28,28
2011,sweden,4,25,2,12,Sw47,sweden,5,5
2011,sweden,4,66,6,1,Sw43,sweden,11,11
2011,sweden,4,88,7,10,Sw47,sweden,,0
2011,sweden,4,89,7,11,Sw7,sweden,7,7
2011,sweden,4,120,10,3,It24,italy,,0
2011,sweden,4,143,11,13,It32,italy,,0
2011,sweden,4,157,13,1,It15,italy,16,16
2011,sweden,4,182,14,13,It15,italy,,0
2011,sweden,4,214,17,6,Sw7,sweden,,0
2011,sweden,4,215,17,7,Sw47,sweden,,0
2011,sweden,4,233,18,12,Sw11,sweden,,0
2011,sweden,4,234,18,13,It15,italy,,0
2011,sweden,4,239,19,5,It24,italy,,0
2011,sweden,4,245,19,11,Sw47,sweden,,0
2011,sweden,5,23,2,10,It32,italy,24,24
2011,sweden,5,43,4,4,It15,italy,19,19
2011,sweden,5,49,4,10,Sw47,sweden,6,6
2011,sweden,5,80,7,2,It41,italy,9,9
2011,sweden,5,86,7,8,It24,italy,,0
2011,sweden,5,95,8,4,It32,italy,,0
2011,sweden,5,108,9,4,Sw47,sweden,8,8
2011,sweden,5,162,13,6,It32,italy,,0
2011,sweden,5,196,16,1,Sw11,sweden,12,12
2011,sweden,5,252,20,5,It24,italy,,0
2011,sweden,6,8,1,8,It24,italy,,0
2011,sweden,6,12,1,12,Sw7,sweden,,0
2011,sweden,6,58,5,6,It24,italy,26,26
2011,sweden,6,83,7,5,Sw7,sweden,,0
2011,sweden,6,84,7,6,Sw47,sweden,8,8
2011,sweden,6,85,7,7,Sw43,sweden,11,11
2011,sweden,6,103,8,12,It15,italy,,0
2011,sweden,6,127,10,10,It32,italy,,0
2011,sweden,6,133,11,3,Sw43,sweden,,0
2011,sweden,6,157,13,1,Sw7,sweden,,0
2011,sweden,6,165,13,9,It24,italy,21,21
2011,sweden,6,166,13,10,Sw7,sweden,,0
2011,sweden,6,214,17,6,It32,italy,,0
2011,sweden,6,223,18,2,Sw11,sweden,,0
2011,sweden,6,227,18,6,Sw11,sweden,,0
2011,sweden,6,234,18,13,It41,italy,,0
2011,sweden,7,59,5,7,It41,italy,16,16
2011,sweden,7,75,6,10,It32,italy,13,13
2011,sweden,7,99,8,8,Sw7,sweden,2,2
2011,sweden,7,119,10,2,It32,italy,,0
2011,sweden,7,132,11,2,It41,italy,35,35
2011,sweden,7,134,11,4,It32,italy,50,50
2011,sweden,7,152,12,9,Sw11,sweden,,0
2011,sweden,7,203,16,8,It41,italy,,0
2011,sweden,8,22,2,9,It32,italy,22,22
2011,sweden,8,43,4,4,It32,italy,10,10
2011,sweden,8,112,9,8,It32,italy,,0
2011,sweden,8,144,12,1,Sw11,sweden,,0
2011,sweden,8,150,12,7,Sw11,sweden,,0
2011,sweden,8,179,14,10,Sw43,sweden,64,64
2011,sweden,8,202,16,7,It41,italy,,0
2011,sweden,8,214,17,6,It41,italy,,0
2011,sweden,8,236,19,2,It24,italy,,0
2011,sweden,8,251,20,4,Sw47,sweden,,0
2011,sweden,8,255,20,8,It32,italy,,0
2011,sweden,9,1,1,1,Sw7,sweden,17,17
2011,sweden,9,38,3,12,It41,italy,,0
2011,sweden,9,52,4,13,It15,italy,17,17
2011,sweden,9,67,6,2,It15,italy,,0
2011,sweden,9,69,6,4,Sw11,sweden,14,14
2011,sweden,9,76,6,11,Sw43,sweden,14,14
2011,sweden,9,96,8,5,It24,italy,,0
2011,sweden,9,98,8,7,Sw11,sweden,6,6
2011,sweden,9,109,9,5,It41,italy,,0
2011,sweden,9,143,11,13,Sw47,sweden,6,6
2011,sweden,9,150,12,7,It41,italy,,0
2011,sweden,9,157,13,1,It24,italy,,0
2011,sweden,9,185,15,3,It15,italy,,0
2011,sweden,9,203,16,8,Sw7,sweden,,0
2011,sweden,10,3,1,3,It24,italy,24,24
2011,sweden,10,17,2,4,Sw47,sweden,7,7
2011,sweden,10,25,2,12,Sw7,sweden,6,6
2011,sweden,10,51,4,12,Sw11,sweden,10,10
2011,sweden,10,70,6,5,It41,italy,26,26
2011,sweden,10,77,6,12,Sw7,sweden,12,12
2011,sweden,10,88,7,10,It24,italy,,0
2011,sweden,10,114,9,10,Sw47,sweden,8,8
2011,sweden,10,127,10,10,Sw11,sweden,14,14
2011,sweden,10,144,12,1,Sw43,sweden,7,7
2011,sweden,10,219,17,11,Sw47,sweden,8,8
2011,sweden,10,241,19,7,Sw43,sweden,21,21
2011,sweden,10,259,20,12,Sw43,sweden,34,34
2011,sweden,11,12,1,12,Sw47,sweden,12,12
2011,sweden,11,28,3,2,Sw43,sweden,,0
2011,sweden,11,47,4,8,Sw11,sweden,6,6
2011,sweden,11,76,6,11,It15,italy,4,4
2011,sweden,11,104,8,13,Sw11,sweden,,0
2011,sweden,11,139,11,9,Sw11,sweden,,0
2011,sweden,11,146,12,3,Sw47,sweden,,0
2011,sweden,11,174,14,5,It41,italy,,0
2011,sweden,11,179,14,10,It15,italy,,0
2011,sweden,11,199,16,4,Sw7,sweden,5,5
2011,sweden,12,14,2,1,Sw43,sweden,6,6
2011,sweden,12,16,2,3,It15,italy,17,17
2011,sweden,12,29,3,3,Sw47,sweden,7,7
2011,sweden,12,50,4,11,Sw47,sweden,6,6
2011,sweden,12,85,7,7,It32,italy,,0
2011,sweden,12,96,8,5,It24,italy,,0
2011,sweden,12,98,8,7,Sw7,sweden,10,10
2011,sweden,12,109,9,5,It24,italy,,0
2011,sweden,12,144,12,1,It41,italy,,0
2011,sweden,12,169,13,13,Sw43,sweden,,0
2011,sweden,12,232,18,11,Sw47,sweden,,0
2011,sweden,12,236,19,2,Sw43,sweden,,0
2011,sweden,13,4,1,4,It32,italy,18,18
2011,sweden,13,30,3,4,It24,italy,17,17
2011,sweden,13,33,3,7,Sw11,sweden,13,13
2011,sweden,13,43,4,4,Sw11,sweden,13,13
2011,sweden,13,62,5,10,It24,italy,5,5
2011,sweden,13,87,7,9,It15,italy,,0
2011,sweden,13,97,8,6,Sw47,sweden,20,20
2011,sweden,13,98,8,7,It41,italy,,0
2011,sweden,13,158,13,2,It15,italy,,0
2011,sweden,13,166,13,10,Sw43,sweden,,0
2011,sweden,13,184,15,2,Sw7,sweden,,0
2011,sweden,13,243,19,9,Sw11,sweden,,0
2011,sweden,13,245,19,11,It32,italy,,0
2011,sweden,14,21,2,8,It15,italy,38,38
2011,sweden,14,26,2,13,It41,italy,7,7
2011,sweden,14,33,3,7,Sw43,sweden,7,7
2011,sweden,14,52,4,13,Sw43,sweden,,0
2011,sweden,14,66,6,1,It24,italy,5,5
2011,sweden,14,76,6,11,Sw43,sweden,5,5
2011,sweden,14,99,8,8,Sw11,sweden,2,2
2011,sweden,14,121,10,4,It15,italy,,0
2011,sweden,14,122,10,5,Sw43,sweden,2,2
2011,sweden,14,128,10,11,Sw7,sweden,14,14
2011,sweden,14,161,13,5,It32,italy,,0
2011,sweden,14,183,15,1,It41,italy,,0
2011,sweden,14,186,15,4,It24,italy,,0
2011,sweden,14,222,18,1,It15,italy,,0
2011,sweden,15,28,3,2,It41,italy,3,3
2011,sweden,15,47,4,8,It41,italy,7,7
2011,sweden,15,66,6,1,Sw7,sweden,,0
2011,sweden,15,132,11,2,Sw47,sweden,,0
2011,sweden,15,184,15,2,Sw11,sweden,14,14
2011,sweden,15,198,16,3,It41,italy,,0
2011,sweden,15,199,16,4,Sw47,sweden,,0
2011,sweden,15,229,18,8,It32,italy,,0
2011,sweden,15,238,19,4,Sw7,sweden,3,3
2011,sweden,16,11,1,11,Sw11,sweden,6,6
2011,sweden,16,21,2,8,It24,italy,9,9
2011,sweden,16,47,4,8,It32,italy,26,26
2011,sweden,16,90,7,12,Sw47,sweden,3,3
2011,sweden,16,95,8,4,Sw11,sweden,,0
2011,sweden,16,99,8,8,Sw7,sweden,26,26
2011,sweden,16,122,10,5,It24,italy,,0
2011,sweden,16,139,11,9,Sw7,sweden,8,8
2011,sweden,16,163,13,7,Sw11,sweden,21,21
2011,sweden,16,169,13,13,Sw43,sweden,,0
2011,sweden,16,240,19,6,Sw7,sweden,,0
2011,sweden,16,244,19,10,It32,italy,,0
2011,sweden,17,12,1,12,Sw7,sweden,9,9
2011,sweden,17,15,2,2,It32,italy,14,14
2011,sweden,17,30,3,4,Sw11,sweden,8,8
2011,sweden,17,42,4,3,Sw7,sweden,1,1
2011,sweden,17,57,5,5,Sw47,sweden,13,13
2011,sweden,17,73,6,8,It24,italy,18,18
2011,sweden,17,76,6,11,It41,italy,,0
2011,sweden,17,85,7,7,It15,italy,,0
2011,sweden,17,91,7,13,Sw43,sweden,9,9
2011,sweden,17,98,8,7,It24,italy,,0
2011,sweden,17,132,11,2,It32,italy,,0
2011,sweden,17,142,11,12,It32,italy,,0
2011,sweden,17,171,14,2,Sw43,sweden,,0
2011,sweden,17,196,16,1,It32,italy,,0
2011,sweden,17,220,17,12,It41,italy,,0
2011,sweden,18,5,1,5,Sw7,sweden,6,6
2011,sweden,18,19,2,6,Sw7,sweden,5,5
2011,sweden,18,25,2,12,It41,italy,4,4
2011,sweden,18,59,5,7,Sw47,sweden,19,19
2011,sweden,18,64,5,12,Sw47,sweden,7,7
2011,sweden,18,77,6,12,Sw47,sweden,,0
2011,sweden,18,138,11,8,It15,italy,,0
2011,sweden,18,142,11,12,It15,italy,,0
2011,sweden,18,148,12,5,It41,italy,,0
2011,sweden,18,157,13,1,Sw43,sweden,,0
2011,sweden,18,178,14,9,It41,italy,,0
2011,sweden,18,192,15,10,Sw7,sweden,,0
2011,sweden,18,225,18,4,Sw11,sweden,,0
2011,sweden,18,228,18,7,It32,italy,,0
2011,sweden,18,255,20,8,It15,italy,,0
2011,sweden,19,14,2,1,It15,italy,,0
2011,sweden,19,46,4,7,Sw11,sweden,13,13
2011,sweden,19,53,5,1,Sw11,sweden,18,18
2011,sweden,19,79,7,1,Sw47,sweden,,0
2011,sweden,19,97,8,6,Sw47,sweden,6,6
2011,sweden,19,107,9,3,It15,italy,,0
2011,sweden,19,135,11,5,Sw11,sweden,,0
2011,sweden,19,180,14,11,It24,italy,,0
2011,sweden,19,229,18,8,It15,italy,,0
2011,sweden,20,1,1,1,It41,italy,,0
2011,sweden,20,31,3,5,It41,italy,12,12
2011,sweden,20,43,4,4,It32,italy,,0
2011,sweden,20,58,5,6,It32,italy,,0
2011,sweden,20,59,5,7,Sw7,sweden,3,3
2011,sweden,20,69,6,4,Sw47,sweden,,0
2011,sweden,20,80,7,2,It24,italy,,0
2011,sweden,20,90,7,12,Sw11,sweden,,0
2011,sweden,20,110,9,6,It24,italy,,0
2011,sweden,20,112,9,8,Sw47,sweden,21,21
2011,sweden,20,120,10,3,It41,italy,,0
2011,sweden,20,146,12,3,Sw11,sweden,,0
2011,sweden,20,165,13,9,It15,italy,,0
2011,sweden,20,167,13,11,It24,italy,,0
2011,sweden,20,169,13,13,It24,italy,,0
2011,sweden,20,182,14,13,Sw43,sweden,,0
2011,sweden,20,190,15,8,It32,italy,,0
2011,sweden,20,229,18,8,It41,italy,,0
2011,sweden,21,9,1,9,Sw11,sweden,10,10
2011,sweden,21,15,2,2,It15,italy,12,12
2011,sweden,21,49,4,10,It24,italy,,0
2011,sweden,21,55,5,3,It32,italy,,0
2011,sweden,21,59,5,7,It15,italy,,0
2011,sweden,21,68,6,3,Sw47,sweden,8,8
2011,sweden,21,76,6,11,Sw11,sweden,12,12
2011,sweden,21,114,9,10,Sw43,sweden,31,31
2011,sweden,21,163,13,7,Sw47,sweden,,0
2011,sweden,21,164,13,8,Sw11,sweden,,0
2011,sweden,21,167,13,11,It24,italy,,0
2011,sweden,21,206,16,11,Sw43,sweden,,0
2011,sweden,21,210,17,2,It41,italy,,0
2011,sweden,21,216,17,8,It24,italy,,0
2011,sweden,21,239,19,5,Sw43,sweden,55,55
2011,sweden,21,250,20,3,Sw7,sweden,,0
2011,sweden,22,7,1,7,It32,italy,10,10
2011,sweden,22,8,1,8,Sw47,sweden,,0
2011,sweden,22,16,2,3,Sw11,sweden,5,5
2011,sweden,22,44,4,5,Sw7,sweden,,0
2011,sweden,22,72,6,7,It24,italy,,0
2011,sweden,22,108,9,4,Sw11,sweden,8,8
2011,sweden,22,122,10,5,Sw11,sweden,11,11
2011,sweden,22,131,11,1,It41,italy,,0
2011,sweden,22,155,12,12,It15,italy,,0
2011,sweden,22,190,15,8,Sw47,sweden,,0
2011,sweden,22,215,17,7,Sw43,sweden,67,67
2011,sweden,22,257,20,10,It41,italy,,0
2011,sweden,23,5,1,5,It41,italy,,0
2011,sweden,23,32,3,6,Sw7,sweden,13,13
2011,sweden,23,91,7,13,Sw43,sweden,13,13
2011,sweden,23,178,14,9,It24,italy,,0
2011,sweden,23,219,17,11,It41,italy,,0
2011,sweden,24,5,1,5,It41,italy,,0
2011,sweden,24,7,1,7,It41,italy,,0
2011,sweden,24,39,3,13,Sw47,sweden,8,8
2011,sweden,24,44,4,5,Sw43,sweden,3,3
2011,sweden,24,52,4,13,Sw47,sweden,8,8
2011,sweden,24,55,5,3,It32,italy,17,17
2011,sweden,24,84,7,6,It24,italy,,0
2011,sweden,24,127,10,10,Sw43,sweden,4,4
2011,sweden,24,137,11,7,It15,italy,,0
2011,sweden,24,147,12,4,It15,italy,2,2
2011,sweden,24,186,15,4,Sw43,sweden,,0
2011,sweden,24,197,16,2,It32,italy,,0
2011,sweden,24,198,16,3,Sw47,sweden,50,50
2011,sweden,24,203,16,8,It24,italy,,0
2011,sweden,24,234,18,13,It41,italy,,0
2011,sweden,24,253,20,6,It15,italy,,0
2011,sweden,25,26,2,13,Sw11,sweden,19,19
2011,sweden,25,33,3,7,Sw43,sweden,5,5
2011,sweden,25,38,3,12,It32,italy,,0
2011,sweden,25,52,4,13,Sw11,sweden,15,15
2011,sweden,25,142,11,12,Sw43,sweden,,0
2011,sweden,25,148,12,5,Sw7,sweden,30,30
2011,sweden,25,173,14,4,It41,italy,,0
2011,sweden,25,180,14,11,Sw7,sweden,,0
2011,sweden,25,232,18,11,Sw47,sweden,,0
2011,sweden,25,235,19,1,It41,italy,17,17
2011,sweden,26,6,1,6,It41,italy,28,28
2011,sweden,26,24,2,11,It15,italy,,0
2011,sweden,26,26,2,13,Sw43,sweden,6,6
2011,sweden,26,53,5,1,Sw47,sweden,,0
2011,sweden,26,63,5,11,Sw11,sweden,4,4
2011,sweden,26,83,7,5,It15,italy,,0
2011,sweden,26,91,7,13,Sw7,sweden,14,14
2011,sweden,26,96,8,5,It32,italy,,0
2011,sweden,26,108,9,4,It15,italy,2,2
2011,sweden,26,145,12,2,Sw7,sweden,,0
2011,sweden,26,209,17,1,Sw47,sweden,9,9
2011,sweden,27,5,1,5,It24,italy,12,12
2011,sweden,27,26,2,13,It32,italy,,0
2011,sweden,27,55,5,3,It41,italy,,0
2011,sweden,27,95,8,4,It32,italy,,0
2011,sweden,27,101,8,10,It15,italy,,0
2011,sweden,27,127,10,10,Sw7,sweden,,0
2011,sweden,27,133,11,3,Sw43,sweden,22,22
2011,sweden,27,142,11,12,Sw7,sweden,,0
2011,sweden,27,156,12,13,It24,italy,,0
2011,sweden,27,161,13,5,It32,italy,,0
2011,sweden,27,167,13,11,Sw47,sweden,35,35
2011,sweden,27,199,16,4,It41,italy,,0
2011,sweden,27,208,16,13,It24,italy,,0
2011,sweden,28,5,1,5,Sw7,sweden,10,10
2011,sweden,28,70,6,5,Sw47,sweden,5,5
2011,sweden,28,105,9,1,It15,italy,,0
2011,sweden,28,124,10,7,Sw43,sweden,12,12
2011,sweden,28,146,12,3,It15,italy,,0
2011,sweden,28,169,13,13,It32,italy,,0
2011,sweden,28,174,14,5,It41,italy,,0
2011,sweden,28,195,15,13,Sw7,sweden,,0
2011,sweden,28,204,16,9,It24,italy,,0
2011,sweden,28,239,19,5,It32,italy,,0
2011,sweden,28,246,19,12,Sw11,sweden,,0
2011,sweden,29,1,1,1,Sw7,sweden,15,15
2011,sweden,29,21,2,8,It32,italy,6,6
2011,sweden,29,60,5,8,Sw43,sweden,3,3
2011,sweden,29,138,11,8,It24,italy,,0
2011,sweden,29,154,12,11,Sw47,sweden,12,12
2011,sweden,29,174,14,5,Sw11,sweden,11,11
2011,sweden,29,191,15,9,Sw11,sweden,12,12
2011,sweden,29,236,19,2,It24,italy,,0
2011,sweden,30,3,1,3,Sw7,sweden,14,14
2011,sweden,30,6,1,6,Sw43,sweden,12,12
2011,sweden,30,32,3,6,Sw43,sweden,12,12
2011,sweden,30,66,6,1,Sw47,sweden,9,9
2011,sweden,30,88,7,10,Sw43,sweden,18,18
2011,sweden,30,147,12,4,It15,italy,4,4
2011,sweden,30,170,14,1,It32,italy,,0
2011,sweden,30,204,16,9,Sw7,sweden,10,10
2011,sweden,30,212,17,4,It15,italy,,0
